"Province_State" "Country_Region" "Confirmed" "Deaths"
"Alaska" "US" 233 2
"Alaska" "US" 8083 44
"Alaska" "US" 31 0
"Alaska" "US" 1498 5
"Alaska" "US" 4608 22
"Alaska" "US" 672 2
"Alaska" "US" 1130 6
"Alaska" "US" 1357 4
"Alaska" "US" 11839 59
"Alaska" "US" 392 0
"Alaska" "US" 1090 4
"Alaska" "US" 625 2
"Alaska" "US" 174 1
"Alaska" "US" 182 1
"Alaska" "US" 376 2
"Alaska" "US" 22 0
"Alaska" "US" 773 5
"Alaska" "US" 288 0
"Alaska" "US" 0 0
"Alaska" "US" 67 0
"Alaska" "US" 86 2
"Alaska" "US" 370 4
"Arizona" "US" 11451 432
"Arizona" "US" 12176 292
"Arizona" "US" 17931 329
"Arizona" "US" 7041 229
"Arizona" "US" 5591 84
"Arizona" "US" 576 10
"Arizona" "US" 2480 78
"Arizona" "US" 557146 10224
"Arizona" "US" 23472 746
"Arizona" "US" 16580 550
"Arizona" "US" 0 0
"Arizona" "US" 117267 2420
"Arizona" "US" 53554 901
"Arizona" "US" 8072 180
"Arizona" "US" 0 0
"Arizona" "US" 19487 521
"Arizona" "US" 37287 847
"Arkansas" "US" 2176 38
"Arkansas" "US" 2049 35
"Arkansas" "US" 3259 104
"Arkansas" "US" 29679 422
"Arkansas" "US" 3970 80
"Arkansas" "US" 1450 32
"Arkansas" "US" 418 3
"Arkansas" "US" 2850 46
"Arkansas" "US" 1627 41
"Arkansas" "US" 2171 41
"Arkansas" "US" 1797 52
"Arkansas" "US" 2047 74
"Arkansas" "US" 981 25
"Arkansas" "US" 2386 56
"Arkansas" "US" 2259 34
"Arkansas" "US" 13721 184
"Arkansas" "US" 7201 120
"Arkansas" "US" 6173 97
"Arkansas" "US" 1979 50
"Arkansas" "US" 768 16
"Arkansas" "US" 1372 23
"Arkansas" "US" 2049 45
"Arkansas" "US" 12977 165
"Arkansas" "US" 1713 40
"Arkansas" "US" 1159 47
"Arkansas" "US" 10446 264
"Arkansas" "US" 1752 33
"Arkansas" "US" 6217 78
"Arkansas" "US" 2064 20
"Arkansas" "US" 5276 76
"Arkansas" "US" 1670 25
"Arkansas" "US" 3878 124
"Arkansas" "US" 1699 42
"Arkansas" "US" 3247 38
"Arkansas" "US" 9099 170
"Arkansas" "US" 2964 38
"Arkansas" "US" 556 9
"Arkansas" "US" 2145 43
"Arkansas" "US" 1704 37
"Arkansas" "US" 3233 48
"Arkansas" "US" 1267 42
"Arkansas" "US" 2281 25
"Arkansas" "US" 7642 123
"Arkansas" "US" 1476 23
"Arkansas" "US" 1096 30
"Arkansas" "US" 4448 38
"Arkansas" "US" 5920 110
"Arkansas" "US" 879 17
"Arkansas" "US" 762 33
"Arkansas" "US" 875 24
"Arkansas" "US" 746 26
"Arkansas" "US" 2407 63
"Arkansas" "US" 852 11
"Arkansas" "US" 1866 44
"Arkansas" "US" 1026 22
"Arkansas" "US" 3195 77
"Arkansas" "US" 2026 74
"Arkansas" "US" 8127 110
"Arkansas" "US" 914 22
"Arkansas" "US" 40532 669
"Arkansas" "US" 2205 47
"Arkansas" "US" 12402 173
"Arkansas" "US" 960 14
"Arkansas" "US" 726 18
"Arkansas" "US" 15483 285
"Arkansas" "US" 2825 24
"Arkansas" "US" 1634 47
"Arkansas" "US" 3636 44
"Arkansas" "US" 1065 30
"Arkansas" "US" 2928 0
"Arkansas" "US" 4111 115
"Arkansas" "US" 1373 24
"Arkansas" "US" 31452 355
"Arkansas" "US" 8268 122
"Arkansas" "US" 652 14
"Arkansas" "US" 3457 66
"California" "US" 89659 1277
"California" "US" 89 0
"California" "US" 3740 47
"California" "US" 12668 194
"California" "US" 2207 56
"California" "US" 2284 18
"California" "US" 70730 813
"California" "US" 1458 8
"California" "US" 10396 116
"California" "US" 102947 1724
"California" "US" 2434 27
"California" "US" 4499 48
"California" "US" 28855 741
"California" "US" 1434 38
"California" "US" 110799 1404
"California" "US" 23195 247
"California" "US" 3563 45
"California" "US" 5784 24
"California" "US" 1247744 24456
"California" "US" 16638 245
"California" "US" 14206 230
"California" "US" 465 7
"California" "US" 4340 50
"California" "US" 32313 478
"California" "US" 558 5
"California" "US" 1295 4
"California" "US" 43836 432
"California" "US" 10026 80
"California" "US" 4919 75
"California" "US" 273057 5113
"California" "US" 23589 299
"California" "US" 736 6
"California" "US" 301668 4627
"California" "US" 107821 1736
"California" "US" 6109 63
"California" "US" 299289 4845
"California" "US" 281810 3771
"California" "US" 37269 556
"California" "US" 74727 1440
"California" "US" 21421 261
"California" "US" 42681 581
"California" "US" 34613 455
"California" "US" 120163 2188
"California" "US" 16246 208
"California" "US" 12630 233
"California" "US" 116 0
"California" "US" 2396 37
"California" "US" 33762 266
"California" "US" 30884 317
"California" "US" 63497 1070
"California" "US" 9663 113
"California" "US" 5734 63
"California" "US" 422 5
"California" "US" 49776 849
"California" "US" 4212 71
"California" "US" 28 0
"California" "US" 81661 1031
"California" "US" 14160 212
"California" "US" 6489 51
"Colorado" "US" 60611 712
"Colorado" "US" 1715 37
"Colorado" "US" 62461 757
"Colorado" "US" 1018 2
"Colorado" "US" 321 4
"Colorado" "US" 1544 22
"Colorado" "US" 23885 235
"Colorado" "US" 4973 78
"Colorado" "US" 1756 25
"Colorado" "US" 130 6
"Colorado" "US" 474 3
"Colorado" "US" 727 18
"Colorado" "US" 252 5
"Colorado" "US" 2210 16
"Colorado" "US" 221 2
"Colorado" "US" 2893 64
"Colorado" "US" 74091 839
"Colorado" "US" 125 1
"Colorado" "US" 30255 246
"Colorado" "US" 6341 23
"Colorado" "US" 72736 864
"Colorado" "US" 1873 13
"Colorado" "US" 6522 63
"Colorado" "US" 6109 46
"Colorado" "US" 280 3
"Colorado" "US" 1503 7
"Colorado" "US" 1379 6
"Colorado" "US" 19 0
"Colorado" "US" 433 17
"Colorado" "US" 67 0
"Colorado" "US" 48678 796
"Colorado" "US" 95 3
"Colorado" "US" 643 11
"Colorado" "US" 4091 41
"Colorado" "US" 827 0
"Colorado" "US" 27510 246
"Colorado" "US" 1163 14
"Colorado" "US" 1033 4
"Colorado" "US" 4043 69
"Colorado" "US" 16762 244
"Colorado" "US" 93 1
"Colorado" "US" 962 24
"Colorado" "US" 2056 25
"Colorado" "US" 3692 63
"Colorado" "US" 2730 96
"Colorado" "US" 2079 67
"Colorado" "US" 291 3
"Colorado" "US" 0 0
"Colorado" "US" 828 5
"Colorado" "US" 398 13
"Colorado" "US" 2606 4
"Colorado" "US" 1274 22
"Colorado" "US" 19500 417
"Colorado" "US" 606 5
"Colorado" "US" 891 16
"Colorado" "US" 2274 21
"Colorado" "US" 432 5
"Colorado" "US" 47 0
"Colorado" "US" 919 1
"Colorado" "US" 236 3
"Colorado" "US" 3749 8
"Colorado" "US" 1910 17
"Colorado" "US" 73 0
"Colorado" "US" 473 13
"Colorado" "US" 33234 348
"Colorado" "US" 968 17
"Connecticut" "US" 100357 2202
"Connecticut" "US" 84362 2435
"Connecticut" "US" 14662 298
"Connecticut" "US" 12842 374
"Connecticut" "US" 92264 2127
"Connecticut" "US" 22545 450
"Connecticut" "US" 9636 187
"Connecticut" "US" 1176 1
"Connecticut" "US" 10913 195
"Delaware" "US" 18208 347
"Delaware" "US" 64945 839
"Delaware" "US" 26184 497
"Delaware" "US" 227 0
"Diamond Princess" "US" 49 0
"District of Columbia" "US" 49262 1141
"Florida" "US" 25674 285
"Florida" "US" 3602 62
"Florida" "US" 20722 394
"Florida" "US" 3063 58
"Florida" "US" 43589 914
"Florida" "US" 247743 3079
"Florida" "US" 1717 45
"Florida" "US" 13579 437
"Florida" "US" 11545 463
"Florida" "US" 19565 352
"Florida" "US" 37607 551
"Florida" "US" 8337 170
"Florida" "US" 4463 97
"Florida" "US" 1634 24
"Florida" "US" 102444 1483
"Florida" "US" 36788 706
"Florida" "US" 7593 114
"Florida" "US" 1364 20
"Florida" "US" 5826 99
"Florida" "US" 1648 44
"Florida" "US" 992 19
"Florida" "US" 1986 45
"Florida" "US" 1650 25
"Florida" "US" 3351 45
"Florida" "US" 4921 87
"Florida" "US" 14885 482
"Florida" "US" 8843 366
"Florida" "US" 145675 1832
"Florida" "US" 2300 49
"Florida" "US" 12981 306
"Florida" "US" 6413 158
"Florida" "US" 1529 28
"Florida" "US" 1630 26
"Florida" "US" 31475 663
"Florida" "US" 74583 1009
"Florida" "US" 33171 332
"Florida" "US" 3622 56
"Florida" "US" 1085 16
"Florida" "US" 2115 45
"Florida" "US" 40332 689
"Florida" "US" 32198 996
"Florida" "US" 12898 335
"Florida" "US" 506428 6472
"Florida" "US" 7173 52
"Florida" "US" 8804 127
"Florida" "US" 21087 367
"Florida" "US" 4267 89
"Florida" "US" 145025 1310
"Florida" "US" 47022 529
"Florida" "US" 150116 2883
"Florida" "US" 43422 802
"Florida" "US" 82234 1671
"Florida" "US" 72060 1387
"Florida" "US" 6812 160
"Florida" "US" 18743 291
"Florida" "US" 34010 844
"Florida" "US" 36000 516
"Florida" "US" 23594 221
"Florida" "US" 27983 657
"Florida" "US" 9583 284
"Florida" "US" 5430 140
"Florida" "US" 2757 48
"Florida" "US" 3018 582
"Florida" "US" 1866 74
"Florida" "US" 45535 846
"Florida" "US" 3563 56
"Florida" "US" 7986 89
"Florida" "US" 2760 52
"Georgia" "US" 2317 72
"Georgia" "US" 1046 23
"Georgia" "US" 1660 40
"Georgia" "US" 231 10
"Georgia" "US" 4580 134
"Georgia" "US" 1847 38
"Georgia" "US" 10215 145
"Georgia" "US" 14903 236
"Georgia" "US" 2110 83
"Georgia" "US" 1885 46
"Georgia" "US" 16119 462
"Georgia" "US" 1480 50
"Georgia" "US" 1665 40
"Georgia" "US" 1418 48
"Georgia" "US" 3752 41
"Georgia" "US" 6821 121
"Georgia" "US" 2619 65
"Georgia" "US" 3195 90
"Georgia" "US" 585 16
"Georgia" "US" 4071 38
"Georgia" "US" 989 68
"Georgia" "US" 11548 245
"Georgia" "US" 6620 73
"Georgia" "US" 1587 36
"Georgia" "US" 23629 462
"Georgia" "US" 4417 17
"Georgia" "US" 2874 76
"Georgia" "US" 31507 334
"Georgia" "US" 15189 149
"Georgia" "US" 237 3
"Georgia" "US" 27406 520
"Georgia" "US" 984 27
"Georgia" "US" 80039 1101
"Georgia" "US" 5331 178
"Georgia" "US" 4815 128
"Georgia" "US" 17112 213
"Georgia" "US" 1862 44
"Georgia" "US" 14364 229
"Georgia" "US" 661 21
"Georgia" "US" 2104 89
"Georgia" "US" 1464 14
"Georgia" "US" 3100 50
"Georgia" "US" 67118 1070
"Georgia" "US" 2970 71
"Georgia" "US" 2115 105
"Georgia" "US" 1084 44
"Georgia" "US" 7695 311
"Georgia" "US" 15565 231
"Georgia" "US" 1194 47
"Georgia" "US" 478 9
"Georgia" "US" 4693 72
"Georgia" "US" 2297 74
"Georgia" "US" 2621 83
"Georgia" "US" 990 31
"Georgia" "US" 2442 73
"Georgia" "US" 9136 176
"Georgia" "US" 12070 239
"Georgia" "US" 22872 206
"Georgia" "US" 2691 53
"Georgia" "US" 99099 1464
"Georgia" "US" 3059 89
"Georgia" "US" 267 19
"Georgia" "US" 8296 178
"Georgia" "US" 8246 118
"Georgia" "US" 2272 63
"Georgia" "US" 1834 62
"Georgia" "US" 103106 1207
"Georgia" "US" 5099 164
"Georgia" "US" 27742 487
"Georgia" "US" 923 69
"Georgia" "US" 2673 90
"Georgia" "US" 2637 62
"Georgia" "US" 2412 58
"Georgia" "US" 887 22
"Georgia" "US" 25899 334
"Georgia" "US" 14851 271
"Georgia" "US" 987 31
"Georgia" "US" 9996 151
"Georgia" "US" 1412 39
"Georgia" "US" 1912 43
"Georgia" "US" 1962 69
"Georgia" "US" 867 44
"Georgia" "US" 1126 50
"Georgia" "US" 2065 58
"Georgia" "US" 2067 58
"Georgia" "US" 801 13
"Georgia" "US" 5634 170
"Georgia" "US" 2764 59
"Georgia" "US" 4171 67
"Georgia" "US" 839 28
"Georgia" "US" 882 13
"Georgia" "US" 12963 214
"Georgia" "US" 3013 78
"Georgia" "US" 889 36
"Georgia" "US" 3268 57
"Georgia" "US" 569 24
"Georgia" "US" 2536 50
"Georgia" "US" 864 16
"Georgia" "US" 2058 88
"Georgia" "US" 853 14
"Georgia" "US" 2099 84
"Georgia" "US" 2709 101
"Georgia" "US" 905 23
"Georgia" "US" 2149 31
"Georgia" "US" 5021 93
"Georgia" "US" 16830 497
"Georgia" "US" 11346 261
"Georgia" "US" 4037 73
"Georgia" "US" 1504 31
"Georgia" "US" 29529 690
"Georgia" "US" 17313 231
"Georgia" "US" 2700 69
"Georgia" "US" 3507 79
"Georgia" "US" 2505 61
"Georgia" "US" 2350 43
"Georgia" "US" 5692 99
"Georgia" "US" 937 45
"Georgia" "US" 2214 59
"Georgia" "US" 168 3
"Georgia" "US" 1782 49
"Georgia" "US" 640 34
"Georgia" "US" 25093 525
"Georgia" "US" 7868 176
"Georgia" "US" 350 5
"Georgia" "US" 1014 33
"Georgia" "US" 956 19
"Georgia" "US" 6481 203
"Georgia" "US" 3157 81
"Georgia" "US" 999 25
"Georgia" "US" 2605 105
"Georgia" "US" 494 19
"Georgia" "US" 124 3
"Georgia" "US" 2355 69
"Georgia" "US" 808 25
"Georgia" "US" 1320 60
"Georgia" "US" 821 49
"Georgia" "US" 4550 124
"Georgia" "US" 4956 130
"Georgia" "US" 3437 117
"Georgia" "US" 1263 60
"Georgia" "US" 859 33
"Georgia" "US" 7610 235
"Georgia" "US" 1037 40
"Georgia" "US" 730 45
"Georgia" "US" 3045 4
"Georgia" "US" 2279 79
"Georgia" "US" 3512 133
"Georgia" "US" 7747 90
"Georgia" "US" 10728 264
"Georgia" "US" 4964 179
"Georgia" "US" 551 20
"Georgia" "US" 2071 88
"Georgia" "US" 3635 91
"Georgia" "US" 146 4
"Georgia" "US" 634 25
"Georgia" "US" 3208 83
"Georgia" "US" 17012 250
"Georgia" "US" 834 48
"Georgia" "US" 1109 30
"Georgia" "US" 942 27
"Georgia" "US" 1802 69
"Grand Princess" "US" 103 3
"Guam" "US" 8284 139
"Hawaii" "US" 3206 54
"Hawaii" "US" 27653 397
"Hawaii" "US" 347 2
"Hawaii" "US" 4842 57
"Hawaii" "US" 1319 3
"Hawaii" "US" 0 0
"Idaho" "US" 53415 480
"Idaho" "US" 342 4
"Idaho" "US" 8874 110
"Idaho" "US" 394 2
"Idaho" "US" 709 10
"Idaho" "US" 4852 75
"Idaho" "US" 2391 18
"Idaho" "US" 374 2
"Idaho" "US" 3369 43
"Idaho" "US" 15026 177
"Idaho" "US" 891 11
"Idaho" "US" 212 1
"Idaho" "US" 72 0
"Idaho" "US" 27542 309
"Idaho" "US" 711 12
"Idaho" "US" 2966 28
"Idaho" "US" 59 0
"Idaho" "US" 1084 14
"Idaho" "US" 257 3
"Idaho" "US" 2124 19
"Idaho" "US" 1210 16
"Idaho" "US" 1141 14
"Idaho" "US" 1833 39
"Idaho" "US" 1321 24
"Idaho" "US" 1329 18
"Idaho" "US" 3025 33
"Idaho" "US" 2641 23
"Idaho" "US" 18960 214
"Idaho" "US" 3214 11
"Idaho" "US" 532 9
"Idaho" "US" 438 11
"Idaho" "US" 513 11
"Idaho" "US" 7329 28
"Idaho" "US" 2354 33
"Idaho" "US" 3740 56
"Idaho" "US" 363 4
"Idaho" "US" 1090 31
"Idaho" "US" 2612 37
"Idaho" "US" 657 9
"Idaho" "US" 1190 35
"Idaho" "US" 1232 4
"Idaho" "US" 9762 131
"Idaho" "US" 0 0
"Idaho" "US" 862 6
"Idaho" "US" 1237 21
"Illinois" "US" 8694 127
"Illinois" "US" 474 11
"Illinois" "US" 2087 24
"Illinois" "US" 6838 78
"Illinois" "US" 732 6
"Illinois" "US" 3784 84
"Illinois" "US" 530 2
"Illinois" "US" 1785 37
"Illinois" "US" 2035 27
"Illinois" "US" 21112 155
"Illinois" "US" 3839 75
"Illinois" "US" 1839 33
"Illinois" "US" 1497 43
"Illinois" "US" 5789 91
"Illinois" "US" 5774 100
"Illinois" "US" 556429 10467
"Illinois" "US" 2145 25
"Illinois" "US" 1302 19
"Illinois" "US" 1572 29
"Illinois" "US" 10123 121
"Illinois" "US" 2607 36
"Illinois" "US" 92413 1318
"Illinois" "US" 1770 40
"Illinois" "US" 577 12
"Illinois" "US" 4769 72
"Illinois" "US" 3229 55
"Illinois" "US" 1890 48
"Illinois" "US" 4542 78
"Illinois" "US" 4053 59
"Illinois" "US" 470 4
"Illinois" "US" 1452 34
"Illinois" "US" 5987 78
"Illinois" "US" 841 16
"Illinois" "US" 1809 31
"Illinois" "US" 391 12
"Illinois" "US" 528 14
"Illinois" "US" 5079 70
"Illinois" "US" 3141 67
"Illinois" "US" 5101 65
"Illinois" "US" 1167 18
"Illinois" "US" 4424 122
"Illinois" "US" 2717 52
"Illinois" "US" 1827 24
"Illinois" "US" 1481 16
"Illinois" "US" 59457 808
"Illinois" "US" 14562 217
"Illinois" "US" 13285 99
"Illinois" "US" 5647 154
"Illinois" "US" 12789 250
"Illinois" "US" 68386 1018
"Illinois" "US" 2411 27
"Illinois" "US" 4193 54
"Illinois" "US" 4899 91
"Illinois" "US" 3983 64
"Illinois" "US" 10998 211
"Illinois" "US" 4783 88
"Illinois" "US" 30959 526
"Illinois" "US" 4515 117
"Illinois" "US" 1081 19
"Illinois" "US" 1542 45
"Illinois" "US" 1359 40
"Illinois" "US" 2910 51
"Illinois" "US" 29200 295
"Illinois" "US" 18560 188
"Illinois" "US" 1250 12
"Illinois" "US" 1493 34
"Illinois" "US" 4386 94
"Illinois" "US" 3793 74
"Illinois" "US" 3934 82
"Illinois" "US" 1631 28
"Illinois" "US" 6211 83
"Illinois" "US" 35 0
"Illinois" "US" 23455 343
"Illinois" "US" 3203 60
"Illinois" "US" 1524 14
"Illinois" "US" 1821 53
"Illinois" "US" 328 4
"Illinois" "US" 700 7
"Illinois" "US" 486 3
"Illinois" "US" 4165 87
"Illinois" "US" 1769 40
"Illinois" "US" 15247 329
"Illinois" "US" 2604 57
"Illinois" "US" 19103 240
"Illinois" "US" 781 7
"Illinois" "US" 489 1
"Illinois" "US" 2328 38
"Illinois" "US" 28348 519
"Illinois" "US" 648 24
"Illinois" "US" 4827 85
"Illinois" "US" 17232 305
"Illinois" "US" 51 2433
"Illinois" "US" 2282 41
"Illinois" "US" 10035 143
"Illinois" "US" 1356 12
"Illinois" "US" 1843 49
"Illinois" "US" 1648 25
"Illinois" "US" 1812 53
"Illinois" "US" 1706 26
"Illinois" "US" 7199 174
"Illinois" "US" 76963 1033
"Illinois" "US" 7609 134
"Illinois" "US" 34140 507
"Illinois" "US" 4844 82
"Indiana" "US" 3455 55
"Indiana" "US" 41710 692
"Indiana" "US" 8172 157
"Indiana" "US" 1019 14
"Indiana" "US" 1362 32
"Indiana" "US" 6972 103
"Indiana" "US" 1042 43
"Indiana" "US" 1937 20
"Indiana" "US" 6017 110
"Indiana" "US" 13228 195
"Indiana" "US" 2671 48
"Indiana" "US" 4427 55
"Indiana" "US" 1025 16
"Indiana" "US" 3033 100
"Indiana" "US" 4398 85
"Indiana" "US" 5898 78
"Indiana" "US" 2898 92
"Indiana" "US" 10968 198
"Indiana" "US" 6221 118
"Indiana" "US" 29413 461
"Indiana" "US" 2848 64
"Indiana" "US" 7812 180
"Indiana" "US" 2210 48
"Indiana" "US" 1703 35
"Indiana" "US" 2030 42
"Indiana" "US" 4450 94
"Indiana" "US" 7242 179
"Indiana" "US" 2868 85
"Indiana" "US" 36604 417
"Indiana" "US" 8577 147
"Indiana" "US" 4417 75
"Indiana" "US" 17689 317
"Indiana" "US" 5902 110
"Indiana" "US" 10337 225
"Indiana" "US" 4031 81
"Indiana" "US" 5091 76
"Indiana" "US" 3886 54
"Indiana" "US" 2009 32
"Indiana" "US" 3361 86
"Indiana" "US" 2353 49
"Indiana" "US" 18477 389
"Indiana" "US" 3763 91
"Indiana" "US" 9630 121
"Indiana" "US" 2731 72
"Indiana" "US" 12420 221
"Indiana" "US" 55715 1010
"Indiana" "US" 4745 122
"Indiana" "US" 13158 344
"Indiana" "US" 103328 1788
"Indiana" "US" 6211 116
"Indiana" "US" 917 15
"Indiana" "US" 3952 69
"Indiana" "US" 12211 176
"Indiana" "US" 4384 90
"Indiana" "US" 6765 141
"Indiana" "US" 1143 36
"Indiana" "US" 5816 88
"Indiana" "US" 579 11
"Indiana" "US" 1882 55
"Indiana" "US" 2121 58
"Indiana" "US" 1496 16
"Indiana" "US" 1872 37
"Indiana" "US" 1381 34
"Indiana" "US" 19359 326
"Indiana" "US" 2738 35
"Indiana" "US" 1207 47
"Indiana" "US" 3732 60
"Indiana" "US" 2447 83
"Indiana" "US" 3472 70
"Indiana" "US" 1759 26
"Indiana" "US" 2701 56
"Indiana" "US" 5017 96
"Indiana" "US" 2346 31
"Indiana" "US" 36998 565
"Indiana" "US" 2280 58
"Indiana" "US" 4002 59
"Indiana" "US" 2146 43
"Indiana" "US" 814 8
"Indiana" "US" 22914 227
"Indiana" "US" 1664 46
"Indiana" "US" 0 420
"Indiana" "US" 728 10
"Indiana" "US" 22559 400
"Indiana" "US" 1748 44
"Indiana" "US" 12625 253
"Indiana" "US" 3623 83
"Indiana" "US" 840 15
"Indiana" "US" 7860 156
"Indiana" "US" 2461 36
"Indiana" "US" 7162 201
"Indiana" "US" 2953 81
"Indiana" "US" 3322 53
"Indiana" "US" 4066 43
"Iowa" "US" 873 32
"Iowa" "US" 344 4
"Iowa" "US" 1528 52
"Iowa" "US" 1290 49
"Iowa" "US" 533 11
"Iowa" "US" 2599 55
"Iowa" "US" 16167 312
"Iowa" "US" 2686 34
"Iowa" "US" 2886 61
"Iowa" "US" 1941 33
"Iowa" "US" 4269 40
"Iowa" "US" 1663 35
"Iowa" "US" 1389 13
"Iowa" "US" 2871 52
"Iowa" "US" 1392 55
"Iowa" "US" 1923 23
"Iowa" "US" 5540 95
"Iowa" "US" 1593 38
"Iowa" "US" 1249 17
"Iowa" "US" 1009 24
"Iowa" "US" 2167 27
"Iowa" "US" 1711 57
"Iowa" "US" 5615 93
"Iowa" "US" 2681 40
"Iowa" "US" 11289 99
"Iowa" "US" 852 25
"Iowa" "US" 616 9
"Iowa" "US" 2111 43
"Iowa" "US" 4675 72
"Iowa" "US" 2493 44
"Iowa" "US" 13512 211
"Iowa" "US" 1358 41
"Iowa" "US" 1867 43
"Iowa" "US" 1634 42
"Iowa" "US" 1235 23
"Iowa" "US" 626 9
"Iowa" "US" 780 11
"Iowa" "US" 1373 33
"Iowa" "US" 1233 32
"Iowa" "US" 1819 51
"Iowa" "US" 1503 34
"Iowa" "US" 1875 44
"Iowa" "US" 1800 73
"Iowa" "US" 2945 37
"Iowa" "US" 1050 22
"Iowa" "US" 1196 26
"Iowa" "US" 915 35
"Iowa" "US" 1498 24
"Iowa" "US" 2252 42
"Iowa" "US" 4211 72
"Iowa" "US" 1335 35
"Iowa" "US" 14623 85
"Iowa" "US" 3010 57
"Iowa" "US" 968 32
"Iowa" "US" 2161 66
"Iowa" "US" 3823 56
"Iowa" "US" 21228 339
"Iowa" "US" 1297 49
"Iowa" "US" 779 23
"Iowa" "US" 1588 41
"Iowa" "US" 1646 19
"Iowa" "US" 2327 51
"Iowa" "US" 3660 76
"Iowa" "US" 4868 76
"Iowa" "US" 1637 24
"Iowa" "US" 1266 43
"Iowa" "US" 831 31
"Iowa" "US" 964 31
"Iowa" "US" 1036 38
"Iowa" "US" 4884 106
"Iowa" "US" 1996 61
"Iowa" "US" 789 16
"Iowa" "US" 1945 22
"Iowa" "US" 1136 23
"Iowa" "US" 4031 81
"Iowa" "US" 858 22
"Iowa" "US" 58273 640
"Iowa" "US" 11229 174
"Iowa" "US" 1571 36
"Iowa" "US" 564 24
"Iowa" "US" 1309 20
"Iowa" "US" 20310 248
"Iowa" "US" 1317 37
"Iowa" "US" 5176 74
"Iowa" "US" 10716 48
"Iowa" "US" 2120 71
"Iowa" "US" 668 12
"Iowa" "US" 953 0
"Iowa" "US" 1300 35
"Iowa" "US" 563 18
"Iowa" "US" 4338 122
"Iowa" "US" 5840 91
"Iowa" "US" 2573 51
"Iowa" "US" 544 23
"Iowa" "US" 5160 94
"Iowa" "US" 1445 31
"Iowa" "US" 1988 35
"Iowa" "US" 15241 230
"Iowa" "US" 761 8
"Iowa" "US" 1860 40
"Kansas" "US" 1253 20
"Kansas" "US" 849 18
"Kansas" "US" 1594 14
"Kansas" "US" 374 6
"Kansas" "US" 2621 51
"Kansas" "US" 1432 27
"Kansas" "US" 1237 38
"Kansas" "US" 7643 91
"Kansas" "US" 277 3
"Kansas" "US" 270 6
"Kansas" "US" 2566 53
"Kansas" "US" 369 13
"Kansas" "US" 249 7
"Kansas" "US" 806 29
"Kansas" "US" 1003 23
"Kansas" "US" 750 23
"Kansas" "US" 171 9
"Kansas" "US" 4012 108
"Kansas" "US" 4813 78
"Kansas" "US" 279 12
"Kansas" "US" 1808 45
"Kansas" "US" 1020 23
"Kansas" "US" 9376 85
"Kansas" "US" 267 12
"Kansas" "US" 181 5
"Kansas" "US" 3760 73
"Kansas" "US" 1223 25
"Kansas" "US" 6110 73
"Kansas" "US" 5781 76
"Kansas" "US" 2589 43
"Kansas" "US" 3585 41
"Kansas" "US" 387 19
"Kansas" "US" 265 9
"Kansas" "US" 950 18
"Kansas" "US" 580 14
"Kansas" "US" 104 1
"Kansas" "US" 571 11
"Kansas" "US" 209 1
"Kansas" "US" 623 18
"Kansas" "US" 3703 72
"Kansas" "US" 417 9
"Kansas" "US" 213 8
"Kansas" "US" 1416 16
"Kansas" "US" 1754 38
"Kansas" "US" 215 6
"Kansas" "US" 59604 769
"Kansas" "US" 574 10
"Kansas" "US" 776 15
"Kansas" "US" 237 4
"Kansas" "US" 2766 50
"Kansas" "US" 128 7
"Kansas" "US" 7290 94
"Kansas" "US" 266 5
"Kansas" "US" 828 8
"Kansas" "US" 289 6
"Kansas" "US" 4316 86
"Kansas" "US" 1117 24
"Kansas" "US" 1137 26
"Kansas" "US" 3335 83
"Kansas" "US" 515 12
"Kansas" "US" 2793 42
"Kansas" "US" 569 18
"Kansas" "US" 3481 84
"Kansas" "US" 591 23
"Kansas" "US" 269 8
"Kansas" "US" 1523 55
"Kansas" "US" 1810 35
"Kansas" "US" 372 16
"Kansas" "US" 1209 27
"Kansas" "US" 1266 26
"Kansas" "US" 291 12
"Kansas" "US" 558 13
"Kansas" "US" 0 0
"Kansas" "US" 1174 14
"Kansas" "US" 715 25
"Kansas" "US" 1977 31
"Kansas" "US" 815 25
"Kansas" "US" 334 7
"Kansas" "US" 8590 140
"Kansas" "US" 672 13
"Kansas" "US" 1080 12
"Kansas" "US" 6643 43
"Kansas" "US" 660 11
"Kansas" "US" 434 14
"Kansas" "US" 861 28
"Kansas" "US" 6318 144
"Kansas" "US" 601 24
"Kansas" "US" 57780 783
"Kansas" "US" 3865 41
"Kansas" "US" 17682 369
"Kansas" "US" 437 14
"Kansas" "US" 661 12
"Kansas" "US" 276 3
"Kansas" "US" 344 9
"Kansas" "US" 186 6
"Kansas" "US" 559 10
"Kansas" "US" 2215 52
"Kansas" "US" 1101 20
"Kansas" "US" 407 8
"Kansas" "US" 0 0
"Kansas" "US" 689 13
"Kansas" "US" 179 4
"Kansas" "US" 555 14
"Kansas" "US" 217 6
"Kansas" "US" 1020 16
"Kansas" "US" 223 5
"Kansas" "US" 20901 285
"Kentucky" "US" 1954 54
"Kentucky" "US" 2117 43
"Kentucky" "US" 1769 23
"Kentucky" "US" 417 9
"Kentucky" "US" 4504 102
"Kentucky" "US" 1050 24
"Kentucky" "US" 3163 58
"Kentucky" "US" 14394 147
"Kentucky" "US" 1767 20
"Kentucky" "US" 5114 76
"Kentucky" "US" 3497 78
"Kentucky" "US" 666 7
