"Province_State" "Country_Region" "Lat" "Long" "Confirmed" "Deaths"
"Minnesota" "US" 45.12328869 -94.52839455 2381 37
"Minnesota" "US" 45.93705297 -93.63236823 2838 50
"Minnesota" "US" 46.01265363 -94.27341528 3963 59
"Minnesota" "US" 43.67142874 -92.75234549 4513 32
"Minnesota" "US" 44.02216709 -95.76328482 1029 9
"Minnesota" "US" 44.35291112 -94.24710352 3083 42
"Minnesota" "US" 43.67434621 -95.75329576 4008 48
"Minnesota" "US" 47.32628443 -96.45620947 522 9
"Minnesota" "US" 44.00374114 -92.40209944 12780 97
"Minnesota" "US" 46.40846929 -95.70835255 5452 73
"Minnesota" "US" 48.06642577 -96.0370814 1512 19
"Minnesota" "US" 46.12105238 -92.74070188 3127 21
"Minnesota" "US" 44.02301619 -96.25841142 1100 26
"Minnesota" "US" 47.77372465 -96.40134647 3665 67
"Minnesota" "US" 45.58606667 -95.44451209 1031 6
"Minnesota" "US" 45.01625271 -93.09872295 48076 856
"Minnesota" "US" 47.87197525 -96.09561104 387 7
"Minnesota" "US" 44.40555844 -95.25207021 1665 35
"Minnesota" "US" 44.72836381 -94.94553734 1725 43
"Minnesota" "US" 44.3543376 -93.29658715 7657 102
"Minnesota" "US" 43.67482683 -96.25296832 1231 19
"Minnesota" "US" 48.77501878 -95.81079919 1980 19
"Minnesota" "US" 44.6490231 -93.53340251 16071 117
"Minnesota" "US" 45.44447208 -93.77617511 10682 80
"Minnesota" "US" 44.5796592 -94.23164924 1367 10
"Minnesota" "US" 47.6048407 -92.46879855 16883 298
"Minnesota" "US" 45.55192576 -94.61078221 21100 219
"Minnesota" "US" 44.02240351 -93.22627088 3641 14
"Minnesota" "US" 45.58613007 -96.00163705 823 10
"Minnesota" "US" 45.2829032 -95.68264092 1001 18
"Minnesota" "US" 46.06996226 -94.89785296 2692 30
"Minnesota" "US" 45.77298854 -96.47062949 360 5
"Minnesota" "US" 44.28424356 -92.23121312 1998 3
"Minnesota" "US" 46.58589171 -94.96968506 1450 21
"Minnesota" "US" 44.02211116 -93.58720034 2314 21
"Minnesota" "US" 45.03864533 -92.88429635 25072 274
"Minnesota" "US" 43.97823903 -94.61413846 1257 9
"Minnesota" "US" 46.35721532 -96.4684375 771 12
"Minnesota" "US" 43.98772283 -91.78081305 4391 49
"Minnesota" "US" 45.17297924 -93.96234781 14862 127
"Minnesota" "US" 44.71710183 -95.86842453 1109 19
"Mississippi" "US" 31.47669768 -91.35326037 2470 82
"Mississippi" "US" 34.88084463 -88.57996173 3015 66
"Mississippi" "US" 31.17467303 -90.80501621 1210 41
"Mississippi" "US" 33.08658803 -89.57838564 2136 73
"Mississippi" "US" 34.81681228 -89.18945516 975 25
"Mississippi" "US" 33.79696941 -90.87372121 4778 130
"Mississippi" "US" 33.93683395 -89.33686647 1656 32
"Mississippi" "US" 33.44834567 -89.91994479 1210 26
"Mississippi" "US" 33.91983202 -88.9481545 2058 57
"Mississippi" "US" 33.34598242 -89.24809382 744 17
"Mississippi" "US" 31.97061673 -90.90702196 1014 30
"Mississippi" "US" 32.04158545 -88.6889622 1781 77
"Mississippi" "US" 33.65358105 -88.77784255 1833 54
"Mississippi" "US" 34.22772299 -90.60415045 2907 79
"Mississippi" "US" 31.86977774 -90.44565118 2943 65
"Mississippi" "US" 31.63225413 -89.55389939 2553 80
"Mississippi" "US" 34.87625235 -89.99091418 21005 250
"Mississippi" "US" 31.18961454 -89.25832496 7554 149
"Mississippi" "US" 31.47786634 -90.89672989 831 23
"Mississippi" "US" 30.86259065 -88.64436789 2389 47
"Mississippi" "US" 31.21444233 -88.63922281 1296 33
"Mississippi" "US" 33.77036166 -89.80245083 2573 85
"Mississippi" "US" 30.41830223 -89.48851033 3737 85
"Mississippi" "US" 30.51359752 -89.12467576 17590 303
"Mississippi" "US" 32.2656285 -90.44435448 19989 411
"Mississippi" "US" 33.12345854 -90.08923538 1872 72
"Mississippi" "US" 33.12825718 -90.52252707 947 32
"Mississippi" "US" 32.72531359 -90.97392828 168 6
"Mississippi" "US" 34.27993475 -88.3606733 2979 77
"Mississippi" "US" 30.54020656 -88.64184064 13169 243
"Mississippi" "US" 32.01922104 -89.11786866 2202 48
"Mississippi" "US" 31.73397872 -91.03764977 649 28
"Mississippi" "US" 31.56884708 -89.8267099 1059 32
"Mississippi" "US" 31.62257767 -89.168969 8319 161
"Mississippi" "US" 32.75462946 -88.64105766 957 28
"Mississippi" "US" 34.35687874 -89.48490961 6081 118
"Mississippi" "US" 31.20572971 -89.5077704 6146 85
"Mississippi" "US" 32.40419769 -88.66229662 7232 237
"Mississippi" "US" 31.55147224 -90.10841127 1268 23
"Mississippi" "US" 32.7536828 -89.52402044 2624 73
"Mississippi" "US" 34.2918775 -88.68149954 9900 170
"Mississippi" "US" 33.55545125 -90.29900733 3471 124
"Mississippi" "US" 31.53288662 -90.45391915 3892 109
"Mississippi" "US" 33.47386518 -88.4419153 6306 144
"Mississippi" "US" 32.63389156 -90.03513564 9965 212
"Mississippi" "US" 31.23132643 -89.8209217 2664 79
"Mississippi" "US" 34.76216286 -89.50299462 4302 103
"Mississippi" "US" 33.89236763 -88.4808438 4063 132
"Mississippi" "US" 33.49419589 -89.61729103 1258 42
"Mississippi" "US" 32.75339664 -89.11726492 4009 176
"Mississippi" "US" 32.40021118 -89.11843336 2461 61
"Mississippi" "US" 33.11009499 -88.56949061 1266 34
"Mississippi" "US" 33.42491685 -88.87905132 4580 97
"Mississippi" "US" 34.36398677 -89.95064249 4461 103
"Mississippi" "US" 30.77090935 -89.58677275 4447 142
"Mississippi" "US" 31.17161885 -88.99281835 1252 38
"Mississippi" "US" 31.17507789 -90.40392572 3226 105
"Mississippi" "US" 34.226046 -89.03636807 4176 72
"Mississippi" "US" 34.61810501 -88.51986294 2766 59
"Mississippi" "US" 34.25157572 -90.28908 789 16
"Mississippi" "US" 32.26469147 -89.94537876 13388 277
"Mississippi" "US" 32.4067041 -89.53789439 3119 73
"Mississippi" "US" 32.88149103 -90.8159538 498 17
"Mississippi" "US" 31.91282117 -89.91716179 2904 86
"Mississippi" "US" 32.01744532 -89.50644846 1597 34
"Mississippi" "US" 30.79187949 -89.11547539 1797 33
"Mississippi" "US" 33.60192578 -90.58882684 3320 90
"Mississippi" "US" 33.95339918 -90.1729398 1762 40
"Mississippi" "US" 34.65133709 -89.94485778 3259 84
"Mississippi" "US" 34.76872156 -88.90988194 2853 68
"Mississippi" "US" 34.74023475 -88.23917219 2228 67
"Mississippi" "US" 34.64967704 -90.37481167 1034 25
"Mississippi" "US" 34.49162015 -89.00776006 4051 75
"Mississippi" "US" 31.14971548 -90.10446654 1311 43
"Mississippi" "US" 32.35810271 -90.83352619 4310 119
"Mississippi" "US" 33.28392041 -90.94196237 5296 133
"Mississippi" "US" 31.64135687 -88.69573913 2615 41
"Mississippi" "US" 33.61300486 -89.28392912 1139 32
"Mississippi" "US" 31.16078225 -91.31018819 653 29
"Mississippi" "US" 33.08747908 -89.03391385 2261 81
"Mississippi" "US" 34.02824175 -89.7076205 1602 36
"Mississippi" "US" 32.77890365 -90.39656148 3053 69
"Missouri" "US" 40.19058551 -92.60078167 2349 19
"Missouri" "US" 39.98492163 -94.80163024 1842 19
"Missouri" "US" 40.43238737 -95.42970639 445 6
"Missouri" "US" 39.215877 -91.84242683 2691 57
"Missouri" "US" 36.70978521 -93.82919888 2866 45
"Missouri" "US" 37.50207671 -94.34757022 1161 14
"Missouri" "US" 38.25271289 -94.34113157 1300 27
"Missouri" "US" 38.29503305 -93.28756116 1644 30
"Missouri" "US" 37.32449052 -90.02725304 1102 12
"Missouri" "US" 38.99186229 -92.30723575 17658 89
"Missouri" "US" 39.65816401 -94.80138942 9159 142
"Missouri" "US" 36.71462476 -90.40421163 4142 41
"Missouri" "US" 39.65620858 -93.98308093 749 11
"Missouri" "US" 38.83674754 -91.92186505 4904 47
"Missouri" "US" 38.02199522 -92.76083747 4036 86
"Missouri" "US" 37.38489388 -89.6843587 8722 134
"Missouri" "US" 39.42762566 -93.50626255 1025 23
"Missouri" "US" 36.94160441 -90.96051322 538 9
"Missouri" "US" 38.64789422 -94.353399 8964 104
"Missouri" "US" 37.72391475 -93.85445441 1061 21
"Missouri" "US" 39.51499357 -92.9629191 661 7
"Missouri" "US" 36.9711783 -93.18537118 8276 89
"Missouri" "US" 40.41040752 -91.73661677 663 7
"Missouri" "US" 39.31132056 -94.41850862 9737 163
"Missouri" "US" 39.6013098 -94.40465394 1932 65
"Missouri" "US" 38.50455671 -92.27860244 9012 122
"Missouri" "US" 38.844478 -92.80896081 1895 27
"Missouri" "US" 37.97663738 -91.30528104 2530 36
"Missouri" "US" 37.431814 -93.8503345 573 16
"Missouri" "US" 37.6811355 -93.02127031 1234 26
"Missouri" "US" 39.96145298 -93.98519678 697 11
"Missouri" "US" 39.89201062 -94.40476508 1122 31
"Missouri" "US" 37.60663134 -91.50790473 943 17
"Missouri" "US" 36.9325593 -92.49905109 891 27
"Missouri" "US" 36.27167174 -90.09122243 2769 21
"Missouri" "US" 38.41127108 -91.07522826 10437 179
"Missouri" "US" 38.43947277 -91.50847147 1515 44
"Missouri" "US" 40.21097916 -94.40944419 822 20
"Missouri" "US" 37.2575872 -93.34230916 27736 459
"Missouri" "US" 40.11406587 -93.56509276 982 34
"Missouri" "US" 40.35570088 -93.99222144 874 14
"Missouri" "US" 38.38482826 -93.79293734 1985 38
"Missouri" "US" 37.94163617 -93.3203037 639 15
"Missouri" "US" 40.09799248 -95.2163888 432 12
"Missouri" "US" 39.1435761 -92.69756691 1042 7
"Missouri" "US" 36.77383887 -91.88683935 3429 43
"Missouri" "US" 37.55487945 -90.7735296 865 6
"Missouri" "US" 39.01002188 -94.34724536 36879 412
"Missouri" "US" 37.20351921 -94.34050458 15275 233
"Missouri" "US" 38.25926778 -90.53870896 22637 238
"Missouri" "US" 38.74719601 -93.80691168 4719 49
"Missouri" "US" 39.0997 -94.5786 42562 564
"Missouri" "US" 40.12699751 -92.14780832 372 2
"Missouri" "US" 37.65896829 -92.5888493 3245 68
"Missouri" "US" 39.06986886 -93.78076396 3006 56
"Missouri" "US" 37.10626634 -93.83293097 3364 80
"Missouri" "US" 40.09673161 -91.72070156 992 12
"Missouri" "US" 39.05345619 -90.95588181 5630 40
"Missouri" "US" 39.87001769 -93.10704106 1168 12
"Missouri" "US" 39.78110272 -93.54645978 1650 40
"Missouri" "US" 39.83049768 -92.56453089 1530 15
"Missouri" "US" 37.47865134 -90.3467143 1608 16
"Missouri" "US" 38.16193985 -91.92249662 628 8
"Missouri" "US" 39.80601912 -91.62203062 3579 44
"Missouri" "US" 36.62869595 -94.34867205 2314 26
"Missouri" "US" 40.42212303 -93.5682959 298 2
"Missouri" "US" 38.21450288 -92.42610898 2513 54
"Missouri" "US" 36.82516239 -89.29505753 1435 28
"Missouri" "US" 38.63571781 -92.57976951 1769 31
"Missouri" "US" 39.49593978 -92.00043978 996 11
"Missouri" "US" 38.94022054 -91.47000721 1020 11
"Missouri" "US" 38.4181765 -92.88791859 1699 43
"Missouri" "US" 36.59666326 -89.66070007 2091 43
"Missouri" "US" 36.90519407 -94.3394104 5210 74
"Missouri" "US" 40.36079813 -94.88133008 2680 25
"Missouri" "US" 36.68710164 -91.4033755 794 3
"Missouri" "US" 38.46036182 -91.8613635 1608 14
"Missouri" "US" 36.64916339 -92.44459066 642 17
"Missouri" "US" 36.2130572 -89.78742322 1559 30
"Missouri" "US" 37.70660776 -89.82741088 2165 30
"Missouri" "US" 38.72798918 -93.28471706 5062 78
"Missouri" "US" 37.87736118 -91.79351727 3764 128
"Missouri" "US" 39.34310674 -91.16980779 1765 23
"Missouri" "US" 39.38154439 -94.77068479 4067 46
"Missouri" "US" 37.6162296 -93.39828174 3192 33
"Missouri" "US" 37.82462075 -92.20783203 3427 51
"Missouri" "US" 40.47942497 -93.02042674 297 4
"Missouri" "US" 39.52817427 -91.51838643 1045 12
"Missouri" "US" 39.44007257 -92.4971374 2619 30
"Missouri" "US" 39.3537468 -93.98905745 1924 27
"Missouri" "US" 37.36085952 -90.97009925 375 3
"Missouri" "US" 36.65460667 -90.85990261 1056 15
"Missouri" "US" 39.13734288 -93.20259964 2816 38
"Missouri" "US" 40.46921489 -92.52311943 332 6
"Missouri" "US" 40.45214695 -92.14709064 305 3
"Missouri" "US" 37.05588075 -89.56474493 4666 83
"Missouri" "US" 37.15772072 -91.40190382 581 12
"Missouri" "US" 39.79742518 -92.07634971 568 7
"Missouri" "US" 38.77875681 -90.66662425 41718 448
"Missouri" "US" 38.03699437 -93.77631447 775 8
"Missouri" "US" 37.81214171 -90.47598685 8688 115
"Missouri" "US" 38.6377004 -90.4458375 95728 2145
"Missouri" "US" 38.63555736 -90.24349225 23462 461
"Missouri" "US" 37.89090059 -90.1949941 1793 16
"Missouri" "US" 36.85571651 -89.9444155 2461 37
"Missouri" "US" 36.75000327 -93.45256475 2390 41
"Missouri" "US" 40.2099105 -93.11150106 840 14
"Missouri" "US" 36.65465345 -93.04075153 5191 92
"Missouri" "US" 37.31728859 -91.96564727 1812 23
"Missouri" "US" 37.8457799 -94.34127305 1908 43
"Missouri" "US" 38.76529479 -91.16124662 3061 21
"Missouri" "US" 37.96130078 -90.87948158 2682 49
"Missouri" "US" 37.11303869 -90.46001416 1028 11
"Missouri" "US" 37.2813734 -92.876329 3530 53
"Missouri" "US" 40.47945588 -94.42328751 162 2
"Missouri" "US" 37.27029221 -92.46914488 1548 29
"Montana" "US" 45.13434354 -112.8984694 902 9
"Montana" "US" 45.42335905 -107.492347 2520 75
"Montana" "US" 48.43175214 -108.9582723 729 23
"Montana" "US" 46.33277565 -111.4955813 476 5
"Montana" "US" 45.22850116 -109.0274047 861 14
"Montana" "US" 45.5197966 -104.5395536 146 5
"Montana" "US" 47.30797024 -111.3467922 8722 166
"Montana" "US" 47.88084126 -110.4353362 496 6
"Montana" "US" 46.25319932 -105.5737526 1179 18
"Montana" "US" 48.78420029 -105.5476343 197 7
"Montana" "US" 47.26584855 -104.8944417 1102 30
"Montana" "US" 46.05953325 -113.073353 1084 15
"Montana" "US" 46.33478338 -104.4183565 280 2
"Montana" "US" 47.26331584 -109.2245206 1096 29
"Montana" "US" 48.29575866 -114.0520569 11579 91
"Montana" "US" 45.54486106 -111.1692571 14017 60
"Montana" "US" 47.27545948 -107.0002351 78 2
"Montana" "US" 48.70513576 -112.9934235 1529 42
"Montana" "US" 46.3816474 -109.1768522 53 2
"Montana" "US" 46.4060522 -113.4414186 190 2
"Montana" "US" 48.62879827 -110.1129252 1951 44
"Montana" "US" 46.14907081 -112.094396 1061 8
"Montana" "US" 47.04581276 -110.2660688 90 1
"Montana" "US" 47.64514965 -114.0898013 2005 36
"Montana" "US" 47.12610041 -112.394698 6689 86
"Montana" "US" 48.56084317 -111.024307 117 1
"Montana" "US" 48.54265777 -115.4046155 1604 16
"Montana" "US" 45.30080065 -111.9173017 759 8
"Montana" "US" 47.64469406 -105.7944994 183 1
"Montana" "US" 46.59907074 -110.8898557 137 7
"Montana" "US" 47.15283992 -115.0015239 251 0
"Montana" "US" 47.03728583 -113.9213508 8912 92
"Montana" "US" 46.49684637 -108.39498 333 10
"Montana" "US" 45.48965095 -110.5264394 1241 18
"Montana" "US" 47.1182463 -108.2508876 12 1
"Montana" "US" 48.25936577 -107.9128511 521 16
"Montana" "US" 48.22773388 -112.2252703 460 4
"Montana" "US" 45.39617714 -105.636738 120 6
"Montana" "US" 46.85538891 -112.9359164 915 10
"Montana" "US" 46.86048047 -105.379384 141 2
"Montana" "US" 46.08520862 -114.1189164 2968 30
"Montana" "US" 47.78668011 -104.5610786 1159 15
"Montana" "US" 48.29607488 -105.0079268 1613 52
"Montana" "US" 46.23397237 -106.729288 1194 48
"Montana" "US" 47.67657534 -115.1329916 626 14
"Montana" "US" 48.72085833 -104.503829 421 5
"Montana" "US" 45.90018933 -112.6620092 4040 82
"Montana" "US" 45.67071407 -109.3950061 715 14
"Montana" "US" 45.81367654 -109.9425686 388 7
"Montana" "US" 47.83741052 -112.2410688 450 5
"Montana" "US" 48.65577551 -111.6942414 712 10
"Montana" "US" 46.2097322 -107.2666516 55 1
"Montana" "US" 48.36435097 -106.6669635 876 18
"Montana" "US" 46.46652491 -109.8464636 176 7
"Montana" "US" 46.95925154 -104.2510927 120 6
"Montana" "US" 45.93955949 -108.2691486 16951 262
"Nebraska" "US" 40.5244942 -98.50117804 2876 43
"Nebraska" "US" 42.17695516 -98.0666283 519 6
"Nebraska" "US" 41.56896142 -101.6959559 22 1
"Nebraska" "US" 41.54634427 -103.7114332 35 0
"Nebraska" "US" 41.91311716 -99.97677845 20 0
"Nebraska" "US" 41.70759415 -98.06737183 577 4
"Nebraska" "US" 42.22079243 -103.0878834 931 9
"Nebraska" "US" 42.8997274 -98.76486568 174 3
"Nebraska" "US" 42.43018907 -99.92904055 220 2
"Nebraska" "US" 40.85486962 -99.07500296 5418 57
"Nebraska" "US" 41.85056773 -96.32605633 663 11
"Nebraska" "US" 41.22703692 -97.13106306 842 11
"Nebraska" "US" 40.90899107 -96.13971217 2593 16
"Nebraska" "US" 42.5988851 -97.25311951 763 11
"Nebraska" "US" 40.5237198 -101.6978026 461 5
"Nebraska" "US" 42.54502621 -101.1244332 295 7
"Nebraska" "US" 41.21999357 -102.9941693 924 18
"Nebraska" "US" 40.52439441 -98.05126296 682 11
"Nebraska" "US" 41.57486951 -97.0868542 1583 21
"Nebraska" "US" 41.91637624 -96.78730772 1033 11
"Nebraska" "US" 41.39374521 -99.72805369 843 18
"Nebraska" "US" 42.39040144 -96.56656425 3888 56
"Nebraska" "US" 42.71985036 -103.1313774 732 18
"Nebraska" "US" 40.87028216 -99.8201461 2870 31
"Nebraska" "US" 41.11168186 -102.3333331 100 2
"Nebraska" "US" 42.49188363 -96.86782408 603 9
"Nebraska" "US" 41.58071748 -96.65598179 4889 58
"Nebraska" "US" 41.29518299 -96.15085305 69516 657
"Nebraska" "US" 40.17638677 -101.6876522 179 4
"Nebraska" "US" 40.52458567 -97.59646937 492 10
"Nebraska" "US" 40.17636348 -98.95299073 239 4
"Nebraska" "US" 40.52993007 -100.3924658 192 1
"Nebraska" "US" 40.17642064 -99.91247454 501 5
"Nebraska" "US" 40.26186809 -96.68946704 2170 19
"Nebraska" "US" 41.61703149 -102.3313973 112 1
"Nebraska" "US" 41.91428955 -98.99111827 146 3
"Nebraska" "US" 40.51481965 -99.83020279 182 5
"Nebraska" "US" 41.91528587 -101.740701 39 4
"Nebraska" "US" 41.56742671 -98.52150266 209 2
"Nebraska" "US" 40.87257079 -98.50218293 7665 115
"Nebraska" "US" 40.87349452 -98.02099117 928 17
"Nebraska" "US" 40.17658508 -99.40438879 220 0
"Nebraska" "US" 40.52451972 -101.0603568 58 0
"Nebraska" "US" 40.17609175 -101.0416477 253 5
"Nebraska" "US" 42.45522056 -98.78402558 846 16
"Nebraska" "US" 41.91586243 -101.1354293 53 2
"Nebraska" "US" 41.2200529 -98.5166499 538 17
"Nebraska" "US" 40.17584531 -97.142601 655 1
"Nebraska" "US" 40.39257596 -96.26522753 638 9
"Nebraska" "US" 40.50663314 -98.94877182 683 5
"Nebraska" "US" 41.19930341 -101.6620164 712 10
"Nebraska" "US" 42.87990694 -99.71343729 53 0
"Nebraska" "US" 41.19774275 -103.7148131 413 7
"Nebraska" "US" 42.63758421 -97.89178836 879 12
"Nebraska" "US" 40.78416049 -96.68777155 30484 167
"Nebraska" "US" 41.04658298 -100.7475374 3731 53
"Nebraska" "US" 41.56650314 -100.4817851 80 0
"Nebraska" "US" 41.91371961 -99.45440415 40 0
"Nebraska" "US" 41.91676024 -97.6005481 4186 42
"Nebraska" "US" 41.56797682 -101.0599362 29 1
"Nebraska" "US" 41.16624273 -98.0374887 749 15
"Nebraska" "US" 41.71711774 -103.0061405 498 15
"Nebraska" "US" 41.39750195 -97.99327291 403 10
"Nebraska" "US" 40.38514847 -95.85433992 667 15
"Nebraska" "US" 40.17637905 -98.04743961 429 11
"Nebraska" "US" 40.64843556 -96.13374142 1423 9
"Nebraska" "US" 40.13141096 -96.23705437 233 1
"Nebraska" "US" 40.85082525 -101.6502942 285 11
"Nebraska" "US" 40.51156033 -99.41461667 988 9
"Nebraska" "US" 42.26434853 -97.60122773 622 20
"Nebraska" "US" 41.57246836 -97.52144359 4070 48
"Nebraska" "US" 41.18813488 -97.56630712 577 9
"Nebraska" "US" 40.1755688 -100.476998 1205 15
"Nebraska" "US" 40.1247415 -95.71755036 721 19
"Nebraska" "US" 42.42252217 -99.44832069 102 2
"Nebraska" "US" 40.52418865 -97.14085859 2014 3
"Nebraska" "US" 41.11314181 -96.11156432 22117 129
"Nebraska" "US" 41.2278103 -96.63773905 2476 16
"Nebraska" "US" 41.85070896 -103.7080986 3645 91
"Nebraska" "US" 40.87241834 -97.139673 1715 31
"Nebraska" "US" 42.50284406 -102.4126613 502 19
"Nebraska" "US" 41.22045983 -98.97588642 190 4
"Nebraska" "US" 42.48932059 -103.7576544 38 0
"Nebraska" "US" 41.9169835 -97.19394708 358 9
"Nebraska" "US" 40.17626377 -97.59504381 484 4
"Nebraska" "US" 41.91358968 -100.5556632 52 1
"Nebraska" "US" 42.15725356 -96.54157099 833 12
"Nebraska" "US" 41.56730777 -98.98197724 323 3
"Nebraska" "US" 41.52815707 -96.22019892 2170 22
"Nebraska" "US" 42.20934475 -97.11926964 1055 7
"Nebraska" "US" 40.17642643 -98.50019851 379 6
"Nebraska" "US" 41.91482725 -98.52798941 39 0
"Nebraska" "US" 40.87272618 -97.59710186 1717 9
"Nevada" "US" 39.15509045 -119.7480219 6334 122
"Nevada" "US" 39.58105744 -118.3394607 2005 49
"Nevada" "US" 36.21458855 -115.0130241 240307 4213
"Nevada" "US" 38.912862 -119.6171333 2747 35
"Nevada" "US" 41.14531606 -115.3577619 4731 55
"Nevada" "US" 37.78436681 -117.6319999 38 0
"Nevada" "US" 39.98100864 -116.2683204 50 0
"Nevada" "US" 41.40692186 -118.1109427 1135 13
"Nevada" "US" 39.9332233 -117.0397075 450 9
"Nevada" "US" 37.64268459 -114.8790388 361 3
"Nevada" "US" 39.01777974 -119.1870479 3033 62
"Nevada" "US" 38.53841696 -118.4344506 305 7
"Nevada" "US" 38.04264256 -116.4722702 2883 106
"Nevada" "US" 40.44003782 -118.4005641 950 20
"Nevada" "US" 39.44875482 -119.5250207 92 3
"Nevada" "US" 40.66562265 -119.6631594 44945 665
"Nevada" "US" 39.44157041 -114.899966 567 6
"New Hampshire" "US" 43.51637314 -71.41684235 3742 96
"New Hampshire" "US" 43.87498583 -71.20430216 2198 9
"New Hampshire" "US" 42.92015988 -72.25311043 3384 33
"New Hampshire" "US" 44.69063265 -71.30633239 1655 39
"New Hampshire" "US" 43.93779815 -71.82057197 3545 25
"New Hampshire" "US" 42.91537785 -71.7200253 33807 614
"New Hampshire" "US" 43.29662971 -71.6811573 8932 111
"New Hampshire" "US" 42.98499744 -71.12883377 22725 240
"New Hampshire" "US" 43.291833 -71.02336013 9031 76
"New Hampshire" "US" 43.36094111 -72.22203125 1578 23
"New Jersey" "US" 39.47538693 -74.65848483 30420 639
"New Jersey" "US" 40.96010917 -74.07164325 98660 2798
"New Jersey" "US" 39.87681124 -74.66927768 42935 821
"New Jersey" "US" 39.80343818 -74.96388753 52431 1248
"New Jersey" "US" 39.15008829 -74.80170244 8776 199
"New Jersey" "US" 39.37199394 -75.10712559 16098 414
"New Jersey" "US" 40.78681335 -74.24657979 92965 2850
"New Jersey" "US" 39.71581067 -75.13995546 28973 595
"New Jersey" "US" 40.73766234 -74.07515667 85856 2187
"New Jersey" "US" 40.56335249 -74.91284156 9268 171
"New Jersey" "US" 40.28047017 -74.70479631 32806 918
"New Jersey" "US" 40.43629879 -74.41426991 90241 2262
"New Jersey" "US" 40.26549699 -74.22240686 73288 1549
"New Jersey" "US" 40.86095313 -74.5455371 48603 1198
"New Jersey" "US" 39.8895449 -74.28089251 73305 2068
"New Jersey" "US" 41.03238628 -74.29954144 69658 1840
"New Jersey" "US" 39.58719656 -75.3469663 5636 172
"New Jersey" "US" 40.56465737 -74.61683016 28864 815
"New Jersey" "US" 41.13891592 -74.69118243 13179 289
"New Jersey" "US" 40.65835409 -74.30680092 68915 1898
"New Jersey" "US" 40.85951833 -74.99556527 9327 230
"New Mexico" "US" 35.05163625 -106.6703554 56086 915
"New Mexico" "US" 33.91514144 -108.4046587 89 5
"New Mexico" "US" 33.36406072 -104.4665365 8836 167
"New Mexico" "US" 34.91131525 -107.998876 2854 108
"New Mexico" "US" 36.60569702 -104.6472674 743 46
"New Mexico" "US" 34.57421077 -103.3468876 5073 74
"New Mexico" "US" 34.34274529 -104.4117842 137 1
"New Mexico" "US" 32.35275771 -106.8329387 24370 434
"New Mexico" "US" 32.47167456 -104.3053527 6749 127
"New Mexico" "US" 32.73911281 -108.3827845 1673 36
"New Mexico" "US" 34.86319296 -104.790669 376 9
"New Mexico" "US" 35.85751555 -103.8220938 10 0
"New Mexico" "US" 31.91383467 -108.7151824 359 9
"New Mexico" "US" 32.79215361 -103.4123733 8266 160
"New Mexico" "US" 33.74526079 -105.4586166 1622 19
"New Mexico" "US" 35.86631386 -106.3134985 511 6
"New Mexico" "US" 32.18179341 -107.7508826 3273 84
"New Mexico" "US" 35.5800772 -108.262245 12193 460
"New Mexico" "US" 36.01095101 -104.9497716 169 6
"New Mexico" "US" 32.61348406 -105.7417604 3739 74
"New Mexico" "US" 35.10403332 -103.5481727 433 8
"New Mexico" "US" 36.51072137 -106.6931674 3546 75
"New Mexico" "US" 34.02097406 -103.4799493 1877 53
"New Mexico" "US" 36.50838318 -108.320437 14141 466
"New Mexico" "US" 35.48014807 -104.8163562 1338 17
"New Mexico" "US" 35.68862401 -106.8687803 11712 223
"New Mexico" "US" 35.50708973 -105.9774716 10001 144
"New Mexico" "US" 33.13028233 -107.1925893 727 47
"New Mexico" "US" 34.00715494 -106.9298354 1297 56
"New Mexico" "US" 36.58006022 -105.6310198 1648 51
"New Mexico" "US" 34.64048375 -105.8508949 695 13
"New Mexico" "US" 36.48126404 -103.4709624 247 9
"New Mexico" "US" 34.71669834 -106.8103733 6578 105
"New York" "US" 42.60060306 -73.97723916 23718 346
"New York" "US" 42.25748406 -78.02750466 3193 83
"New York" "US" 40.85209301 -73.86282755 175323 6397
"New York" "US" 42.15903158 -75.81326086 17455 348
"New York" "US" 42.24778241 -78.67923096 5180 81
"New York" "US" 42.91261714 -76.55731592 5893 90
"New York" "US" 42.2276921 -79.36691763 8428 135
"New York" "US" 42.13891056 -76.7638805 7183 133
"New York" "US" 42.49430041 -75.60887553 3104 74
"New York" "US" 44.74530905 -73.67875352 4563 32
"New York" "US" 42.24819348 -73.63089095 3837 99
"New York" "US" 42.59509207 -76.07048931 3553 60
"New York" "US" 42.19837623 -74.96709306 2180 36
"New York" "US" 41.7648606 -73.74356679 28027 435
"New York" "US" 42.76249024 -78.73063652 82901 1710
"New York" "US" 44.11630765 -73.77297842 1504 26
"New York" "US" 44.59040891 -74.29926032 2407 12
"New York" "US" 43.11363907 -74.41798804 4093 87
"New York" "US" 43.0022601 -78.19135193 5077 121
"New York" "US" 42.275797 -74.12384884 3139 74
"New York" "US" 43.66146647 -74.49721957 301 2
"New York" "US" 43.42034246 -74.96145307 4937 107
"New York" "US" 44.04200959 -75.94653457 5471 65
"New York" "US" 40.6361825 -73.94935552 265709 10002
"New York" "US" 43.7844157 -75.44903992 2461 34
"New York" "US" 42.72596275 -77.77966158 4022 58
"New York" "US" 42.91653905 -75.67266639 4309 86
"New York" "US" 43.14638895 -77.69322942 61314 1035
"New York" "US" 42.90123494 -74.44011632 3911 116
"New York" "US" 40.74066522 -73.58941873 177656 3118
