"Province_State" "Country_Region" "Lat" "Long" "Confirmed" "Deaths"
"Bashkortostan Republic" "Russia" 54.8573563 57.1439682 34298 421
"Belgorod Oblast" "Russia" 50.7080119 37.5837615 35886 607
"Bryansk Oblast" "Russia" 52.8873315 33.415853 37300 298
"Buryatia Republic" "Russia" 52.7182426 109.492143 36827 822
"Chechen Republic" "Russia" 43.3976147 45.6985005 11875 118
"Chelyabinsk Oblast" "Russia" 54.4223954 61.1865846 57678 1357
"Chukotka Autonomous Okrug" "Russia" 66.0006475 169.4900869 743 7
"Chuvashia Republic" "Russia" 55.4259922 47.0849429 23630 1318
"Dagestan Republic" "Russia" 43.0574916 47.1332224 31859 1431
"Ingushetia Republic" "Russia" 43.11542075 45.01713552 15306 185
"Irkutsk Oblast" "Russia" 56.6370122 104.719221 64647 2160
"Ivanovo Oblast" "Russia" 56.9167446 41.4352137 33743 1117
"Jewish Autonomous Okrug" "Russia" 48.57527615 132.6630746 4463 125
"Kabardino-Balkarian Republic" "Russia" 43.4806048 43.5978976 23472 435
"Kaliningrad Oblast" "Russia" 54.7293041 21.1489473 31156 375
"Kalmykia Republic" "Russia" 46.2313018 45.3275745 20289 331
"Kaluga Oblast" "Russia" 54.4382773 35.5272854 33462 302
"Kamchatka Krai" "Russia" 57.1914882 160.0383819 14352 213
"Karachay-Cherkess Republic" "Russia" 43.7368326 41.7267991 19924 73
"Karelia Republic" "Russia" 62.6194031 33.4920267 45153 439
"Kemerovo Oblast" "Russia" 54.5335781 87.342861 34357 647
"Khabarovsk Krai" "Russia" 51.6312684 136.121524 51406 368
"Khakassia Republic" "Russia" 53.72258845 91.44293627 22138 519
"Khanty-Mansi Autonomous Okrug" "Russia" 61.0259025 69.0982628 55370 788
"Kirov Oblast" "Russia" 57.9665589 49.4074599 41294 338
"Komi Republic" "Russia" 63.9881421 54.3326073 42803 868
"Kostroma Oblast" "Russia" 58.424756 44.2533273 20340 420
"Krasnodar Krai" "Russia" 45.7684014 39.0261044 44373 2544
"Krasnoyarsk Krai" "Russia" 63.3233807 97.0979974 69071 3382
"Kurgan Oblast" "Russia" 55.7655302 64.5632681 19963 368
"Kursk Oblast" "Russia" 51.6568453 36.4852695 35630 657
"Leningrad Oblast" "Russia" 60.1853296 32.3925325 41630 1081
"Lipetsk Oblast" "Russia" 52.6935178 39.1122664 29106 611
"Magadan Oblast" "Russia" 62.48858785 153.9903764 8297 99
"Mari El Republic" "Russia" 56.5767504 47.8817512 12887 223
"Mordovia Republic" "Russia" 54.4419829 44.4661144 19727 230
"Moscow" "Russia" 55.7504461 37.6174943 1066052 17698
"Moscow Oblast" "Russia" 55.5043158 38.0353929 243231 5671
"Murmansk Oblast" "Russia" 68.0000418 33.9999151 50072 1137
"Nenets Autonomous Okrug" "Russia" 68.27557185 57.1686375 1093 4
"Nizhny Novgorod Oblast" "Russia" 55.4718033 44.0911594 111949 3040
"North Ossetia - Alania Republic" "Russia" 42.7933611 44.6324493 16614 193
"Novgorod Oblast" "Russia" 58.2843833 32.5169757 29486 121
"Novosibirsk Oblast" "Russia" 54.9720169 79.4813924 40261 1711
"Omsk Oblast" "Russia" 56.0935263 73.5099936 45049 1357
"Orel Oblast" "Russia" 52.9685433 36.0692477 33541 536
"Orenburg Oblast" "Russia" 52.0269262 54.7276647 41566 803
"Penza Oblast" "Russia" 53.1655415 44.7879181 43912 593
"Perm Krai" "Russia" 58.5951603 56.3159546 53324 2085
"Primorsky Krai" "Russia" 45.0819456 134.726645 43208 704
"Pskov Oblast" "Russia" 57.5358729 28.8586826 35540 307
"Rostov Oblast" "Russia" 47.6222451 40.7957942 85395 3915
"Ryazan Oblast" "Russia" 54.4226732 40.5705246 27270 421
"Saint Petersburg" "Russia" 59.9606739 30.1586551 408012 12837
"Sakha (Yakutiya) Republic" "Russia" 66.941626 129.642371 34257 587
"Sakhalin Oblast" "Russia" 49.7219665 143.448533 22333 40
"Samara Oblast" "Russia" 53.2128813 50.8914633 59484 1355
"Saratov Oblast" "Russia" 51.6520555 46.8631952 57535 897
"Smolensk Oblast" "Russia" 55.0343496 33.0192065 28889 825
"Stavropol Krai" "Russia" 44.8632577 43.4406913 52075 1306
"Sverdlovsk Oblast" "Russia" 58.6414755 61.8021546 84934 2946
"Tambov Oblast" "Russia" 52.9019574 41.3578918 30920 449
"Tatarstan Republic" "Russia" 55.7648572 52.43104273 20068 446
"Tomsk Oblast" "Russia" 58.6124279 82.0475315 31847 382
"Tula Oblast" "Russia" 53.9570701 37.3690909 37836 1737
"Tver Oblast" "Russia" 57.1134475 35.1744428 39117 824
"Tyumen Oblast" "Russia" 58.8206488 70.3658837 34591 441
"Tyva Republic" "Russia" 51.4017149 93.8582593 15790 200
"Udmurt Republic" "Russia" 57.1961165 52.6959832 32065 786
"Ulyanovsk Oblast" "Russia" 54.1463177 47.2324921 52493 1099
"Vladimir Oblast" "Russia" 56.0503336 40.6561633 31265 1059
"Volgograd Oblast" "Russia" 49.6048339 44.2903582 55715 1045
"Vologda Oblast" "Russia" 60.0391461 43.1215213 44192 961
"Voronezh Oblast" "Russia" 50.9800393 40.1506507 78747 2563
"Yamalo-Nenets Autonomous Okrug" "Russia" 67.1471631 74.3415488 38356 412
"Yaroslavl Oblast" "Russia" 57.7781976 39.0021095 37727 510
"Zabaykalsky Krai" "Russia" 52.248521 115.956325 41934 613
"Rwanda" "Rwanda" -1.9403 29.8739 23934 326
"Saint Lucia" "Saint Lucia" 13.9094 -60.9789 4419 69
"Saint Vincent and the Grenadines" "Saint Vincent and the Grenadines" 12.9843 -61.2872 1819 10
"San Marino" "San Marino" 43.9424 12.4578 5030 88
"Sao Tome and Principe" "Sao Tome and Principe" 0.1864 6.6131 2275 35
"Saudi Arabia" "Saudi Arabia" 23.885942 45.079162 405940 6834
"Senegal" "Senegal" 14.4974 -14.4524 39821 1091
"Serbia" "Serbia" 44.0165 21.0059 664972 6026
"Seychelles" "Seychelles" -4.6796 55.492 4976 25
"Sierra Leone" "Sierra Leone" 8.460555 -11.779889 4038 79
"Singapore" "Singapore" 1.2833 103.8333 60851 30
"Slovakia" "Slovakia" 48.669 19.699 376067 11172
"Slovenia" "Slovenia" 46.1512 14.9955 232311 4167
"Solomon Islands" "Solomon Islands" -9.6457 160.1562 20 0
"Somalia" "Somalia" 5.152149 46.199616 13324 678
"South Africa" "South Africa" -30.5595 22.9375 1567513 53757
"South Sudan" "South Sudan" 6.877 31.307 10473 114
"Andalusia" "Spain" 37.5443 -4.7278 534597 9432
"Aragon" "Spain" 41.5976 -0.9057 115206 3407
"Asturias" "Spain" 43.3614 -5.8593 49533 1933
"Baleares" "Spain" 39.710358 2.995148 58664 780
"C. Valenciana" "Spain" 39.484 -0.7533 388652 7216
"Canarias" "Spain" 28.2916 -16.6291 50881 714
"Cantabria" "Spain" 43.1828 -3.9878 27579 553
"Castilla - La Mancha" "Spain" 39.2796 -3.0977 181337 5815
"Castilla y Leon" "Spain" 41.8357 -4.3976 219244 6713
"Catalonia" "Spain" 41.5912 1.5209 563680 13845
"Ceuta" "Spain" 35.8894 -5.3213 5639 101
"Extremadura" "Spain" 39.4937 -6.0679 73046 1780
"Galicia" "Spain" 42.5751 -8.1339 119735 2361
"La Rioja" "Spain" 42.2871 -2.5396 28875 756
"Madrid" "Spain" 40.4168 -3.7038 659066 14811
"Melilla" "Spain" 35.2923 -2.9381 8430 86
"Murcia" "Spain" 37.9922 -1.1307 109908 1584
"Navarra" "Spain" 42.6954 -1.6761 58034 1138
"Pais Vasco" "Spain" 42.9896 -2.6189 176248 4077
"Sri Lanka" "Sri Lanka" 7.873054 80.771797 97105 620
"Sudan" "Sudan" 12.8628 30.2176 33022 2281
"Suriname" "Suriname" 3.9193 -56.0278 9581 187
"Blekinge" "Sweden" 56.2784 15.018 10095 123
"Dalarna" "Sweden" 61.0917 14.6664 21657 319
"Gavleborg" "Sweden" 61.3012 16.1534 31127 537
"Gotland" "Sweden" 57.4684 18.4867 3358 48
"Halland" "Sweden" 56.8967 12.8034 35796 301
"Jamtland Harjedalen" "Sweden" 63.1712 14.9592 9873 118
"Jonkoping" "Sweden" 57.3708 14.3439 36848 542
"Kalmar" "Sweden" 57.235 16.1849 18209 223
"Kronoberg" "Sweden" 56.7183 14.4115 16875 299
"Norrbotten" "Sweden" 66.8309 20.3992 18992 248
"Orebro" "Sweden" 59.535 15.0066 25670 316
"Ostergotland" "Sweden" 58.3454 15.5198 31885 593
"Skane" "Sweden" 55.9903 13.5958 133098 1663
"Sormland" "Sweden" 59.0336 16.7519 20681 436
"Stockholm" "Sweden" 59.6025 18.1384 214510 4105
"Uppsala" "Sweden" 60.0092 17.2715 33436 506
"Varmland" "Sweden" 59.7294 13.2354 14852 191
"Vasterbotten" "Sweden" 65.3337 16.5162 19575 177
"Vasternorrland" "Sweden" 63.4276 17.7292 20861 437
"Vastmanland" "Sweden" 59.6714 16.2159 22996 339
"Vastra Gotaland" "Sweden" 58.2528 13.0596 159744 2267
"Switzerland" "Switzerland" 46.8182 8.2275 637304 10521
"Syria" "Syria" 34.802075 38.996815 21279 1456
"Tajikistan" "Tajikistan" 38.861 71.2761 13308 90
"Tanzania" "Tanzania" -6.369028 34.888822 509 21
"Thailand" "Thailand" 15.870032 100.992541 43742 104
"Timor-Leste" "Timor-Leste" -8.874217 125.727539 1368 2
"Togo" "Togo" 8.6195 0.8248 12553 120
"Trinidad and Tobago" "Trinidad and Tobago" 10.6918 -61.2225 8964 154
"Tunisia" "Tunisia" 33.886917 9.537499 287061 9825
"Turkey" "Turkey" 38.9637 35.2433 4323596 36267
"Alabama" "US" 32.53952745 -86.64408227 6763 106
"Alabama" "US" 30.72774991 -87.72207058 20730 302
"Alabama" "US" 31.868263 -85.3871286 2271 55
"Alabama" "US" 32.99642064 -87.1251146 2567 61
"Alabama" "US" 33.98210918 -86.56790593 6532 133
"Alabama" "US" 32.10030533 -85.71265535 1220 40
"Alabama" "US" 31.75300095 -86.68057478 2132 68
"Alabama" "US" 33.77483727 -85.82630386 14358 311
"Alabama" "US" 32.91360079 -85.39072749 3519 122
"Alabama" "US" 34.17805983 -85.60638968 1827 44
"Alabama" "US" 32.85044126 -86.7173256 4130 110
"Alabama" "US" 32.02227341 -88.2656443 588 24
"Alabama" "US" 31.68099859 -87.83548597 3473 60
"Alabama" "US" 33.26984193 -85.85836077 1502 55
"Alabama" "US" 33.67679204 -85.52005899 1470 41
"Alabama" "US" 31.39932826 -85.98901039 5436 113
"Alabama" "US" 34.69847452 -87.80168544 6236 132
"Alabama" "US" 31.43401703 -86.99320044 1097 28
"Alabama" "US" 32.93690146 -86.24847739 994 28
"Alabama" "US" 31.2477854 -86.45050893 4069 115
"Alabama" "US" 31.72941803 -86.31593104 1495 57
"Alabama" "US" 34.13020303 -86.86888037 9509 191
"Alabama" "US" 31.43037123 -85.61095742 4781 111
"Alabama" "US" 32.32688101 -87.1086671 3528 150
"Alabama" "US" 34.45946862 -85.80782906 8762 183
"Alabama" "US" 32.59785413 -86.14415284 10024 203
"Alabama" "US" 31.1256789 -87.15918694 3903 74
"Alabama" "US" 34.04567266 -86.04051873 13705 348
"Alabama" "US" 33.72076938 -87.73886638 2096 60
"Alabama" "US" 34.44235334 -87.84289505 4213 82
"Alabama" "US" 31.09389027 -85.83572839 2464 75
"Alabama" "US" 32.85504247 -87.95684022 914 34
"Alabama" "US" 32.76039258 -87.63284988 2186 75
"Alabama" "US" 31.51148016 -85.24267944 1884 44
"Alabama" "US" 31.15197924 -85.29939599 10416 279
"Alabama" "US" 34.78144169 -85.99750489 6762 110
"Alabama" "US" 33.55554728 -86.895063 75537 1494
"Alabama" "US" 33.77995024 -88.09668032 1400 34
"Alabama" "US" 34.90171875 -87.65624729 9280 233
"Alabama" "US" 34.52041498 -87.31069453 2963 95
"Alabama" "US" 32.60154883 -85.35132246 15638 166
"Alabama" "US" 34.81185586 -86.98310072 9862 148
"Alabama" "US" 32.1597283 -86.65158371 1373 53
"Alabama" "US" 32.38759944 -85.69267724 1565 48
"Alabama" "US" 34.76327133 -86.55069633 34124 500
"Alabama" "US" 32.24767634 -87.78796182 2485 61
"Alabama" "US" 34.13697363 -87.88704173 3076 100
"Alabama" "US" 34.36975964 -86.30486727 12012 220
"Alabama" "US" 30.78472347 -88.20842409 39129 799
"Alabama" "US" 31.56729412 -87.36995001 1731 40
"Alabama" "US" 32.2206831 -86.20969272 24059 573
"Alabama" "US" 34.45500589 -86.85475946 14171 273
"Alabama" "US" 32.64048341 -87.29770589 1077 26
"Alabama" "US" 33.28094866 -88.08818103 2332 59
"Alabama" "US" 31.80396383 -85.9408295 3066 76
"Alabama" "US" 33.29526734 -85.45708831 1778 41
"Alabama" "US" 32.28725256 -85.18415324 4312 39
"Alabama" "US" 33.26879845 -86.66232561 23225 242
"Alabama" "US" 33.71902176 -86.31029372 9486 236
"Alabama" "US" 32.59117397 -88.19916205 1033 32
"Alabama" "US" 33.37823223 -86.16886178 8127 173
"Alabama" "US" 32.86698258 -85.79833053 3922 148
"Alabama" "US" 33.28726072 -87.52556818 25408 444
"Alabama" "US" 33.80270512 -87.30027177 7151 276
"Alabama" "US" 31.4092794 -88.20689944 1655 38
"Alabama" "US" 31.98773215 -87.30891118 1247 27
"Alabama" "US" 34.15030532 -87.37325922 2732 72
"Alaska" "US" 55.32222414 -161.9722021 365 2
"Alaska" "US" 52.3233 -174.1596 683 0
"Alaska" "US" 61.14998174 -149.1426986 29718 174
"Alaska" "US" 60.90980451 -159.8561831 3855 20
"Alaska" "US" 58.74513976 -156.701064 0 0
"Alaska" "US" 58.62403337 -156.2140589 193 0
"Alaska" "US" 61.16666 -149.9 393 3
"Alaska" "US" 60.3886 -162.8905196 237 0
"Alaska" "US" 63.67264044 -150.0076108 97 0
"Alaska" "US" 59.79603738 -158.2381942 226 2
"Alaska" "US" 64.80726247 -146.5692662 7011 36
"Alaska" "US" 59.09893571 -135.4679843 29 0
"Alaska" "US" 58.45031811 -134.200436 1358 5
"Alaska" "US" 60.24429722 -151.5388884 4369 22
"Alaska" "US" 55.57445008 -130.975561 414 2
"Alaska" "US" 57.65529415 -153.7493579 1100 5
"Alaska" "US" 62.1542916 -163.3967883 1247 4
"Alaska" "US" 62.31305045 -149.5741743 11005 40
"Alaska" "US" 64.90320724 -164.0353804 348 0
"Alaska" "US" 69.31479216 -153.4836093 1058 4
"Alaska" "US" 67.04919196 -159.7503946 604 2
"Alaska" "US" 57.13978948 -132.9540995 167 1
"Alaska" "US" 55.76261984 -133.0511621 86 1
"Alaska" "US" 57.24124555 -135.3206587 347 1
"Alaska" "US" 59.56149996 -135.3337748 20 0
"Alaska" "US" 63.87692095 -143.2127643 646 4
"Alaska" "US" 61.47502768 -144.7126799 0 0
"Alaska" "US" 56.3202004 -132.0583731 53 0
"Alaska" "US" 59.8909808 -140.3601451 74 2
"Alaska" "US" 65.50815459 -151.3907387 359 4
"Arizona" "US" 35.39465006 -109.4892383 11270 422
"Arizona" "US" 31.87934684 -109.7516088 11829 282
"Arizona" "US" 35.83883429 -111.7707178 17500 328
"Arizona" "US" 33.80190085 -110.8132779 6861 227
"Arizona" "US" 32.93166885 -109.8882178 5531 77
"Arizona" "US" 33.21498827 -109.2405279 568 10
"Arizona" "US" 33.72854224 -113.9810029 2452 79
"Arizona" "US" 33.34835867 -112.4918154 531673 9767
"Arizona" "US" 35.70471703 -113.7577902 22426 698
"Arizona" "US" 35.3997715 -110.3218983 16058 523
"Arizona" "US" 32.0971334 -111.7890033 114294 2381
"Arizona" "US" 32.90525627 -111.3449483 50584 862
"Arizona" "US" 31.52508998 -110.8479088 7898 174
"Arizona" "US" 34.59933926 -112.5538588 18522 496
"Arizona" "US" 32.76895712 -113.9066674 36987 827
"Arkansas" "US" 34.29145151 -91.37277296 2087 36
"Arkansas" "US" 33.19153461 -91.7698471 1929 34
"Arkansas" "US" 36.28784385 -92.33782872 3115 103
"Arkansas" "US" 36.33644656 -94.25680817 28494 412
"Arkansas" "US" 36.3084504 -93.09374925 3771 79
"Arkansas" "US" 33.46755808 -92.15980837 1359 32
"Arkansas" "US" 33.55598792 -92.49974403 409 3
"Arkansas" "US" 36.3403856 -93.54270261 2772 45
"Arkansas" "US" 33.26458973 -91.29539209 1610 40
"Arkansas" "US" 34.04613432 -93.17484713 2095 40
"Arkansas" "US" 36.36826212 -90.4148172 1739 50
"Arkansas" "US" 35.53864922 -92.02640019 1961 73
"Arkansas" "US" 33.89723187 -92.18537045 947 25
"Arkansas" "US" 33.21230701 -93.22642793 2338 55
"Arkansas" "US" 35.26205537 -92.70506566 2204 32
"Arkansas" "US" 35.83018283 -90.63235729 13226 178
"Arkansas" "US" 35.58928601 -94.2446814 7024 117
"Arkansas" "US" 35.21247318 -90.30839406 5951 96
"Arkansas" "US" 35.29631396 -90.77185818 1935 49
"Arkansas" "US" 33.97042763 -92.65167437 757 15
"Arkansas" "US" 33.83011025 -91.25500948 1362 24
"Arkansas" "US" 33.59035001 -91.71777921 1991 42
"Arkansas" "US" 35.14719007 -92.33717519 12355 159
"Arkansas" "US" 35.51202821 -93.89299569 1684 39
"Arkansas" "US" 36.38177105 -91.81729127 1115 47
"Arkansas" "US" 34.57692074 -93.14921604 10082 256
"Arkansas" "US" 34.29017991 -92.42320562 1639 32
"Arkansas" "US" 36.1173546 -90.55832668 6062 75
"Arkansas" "US" 33.73325583 -93.66935133 1987 20
"Arkansas" "US" 34.31709259 -92.95396325 5045 71
"Arkansas" "US" 34.09007427 -93.9934871 1646 24
"Arkansas" "US" 35.74242707 -91.57001641 3737 122
"Arkansas" "US" 36.09604046 -91.90847954 1673 41
"Arkansas" "US" 35.59802983 -91.21494602 3210 38
"Arkansas" "US" 34.26767081 -91.92619839 8818 166
"Arkansas" "US" 35.56759135 -93.46036368 2897 37
"Arkansas" "US" 33.24116713 -93.60677071 546 9
"Arkansas" "US" 36.04188196 -91.10867198 2084 43
"Arkansas" "US" 34.78498904 -90.78383866 1663 34
"Arkansas" "US" 33.95317155 -91.74002806 3195 48
"Arkansas" "US" 33.70375665 -94.23468591 1232 41
"Arkansas" "US" 35.21413234 -93.71951016 2209 22
"Arkansas" "US" 34.75392199 -91.88742357 7186 118
"Arkansas" "US" 36.01038185 -93.72524943 1446 22
"Arkansas" "US" 36.26844485 -92.68451899 1045 30
"Arkansas" "US" 33.31403423 -93.89285258 4246 36
"Arkansas" "US" 35.76271485 -90.0519437 5790 107
"Arkansas" "US" 34.6815935 -91.20540287 865 17
"Arkansas" "US" 34.53704874 -93.65824478 753 33
"Arkansas" "US" 33.66340119 -93.30632432 820 24
"Arkansas" "US" 35.91947491 -93.21612969 711 26
"Arkansas" "US" 33.58839816 -92.87795984 2300 61
"Arkansas" "US" 34.9459153 -92.94372564 835 10
"Arkansas" "US" 34.43268455 -90.84800154 1780 38
"Arkansas" "US" 34.16250414 -93.65789349 1005 22
"Arkansas" "US" 35.57433534 -90.66268713 3145 77
"Arkansas" "US" 34.48254879 -94.22728802 1968 71
"Arkansas" "US" 35.44871474 -93.03212219 7930 106
"Arkansas" "US" 34.83624419 -91.55162157 889 21
"Arkansas" "US" 34.77054088 -92.31355101 38739 644
"Arkansas" "US" 36.3415714 -91.02455531 2082 47
"Arkansas" "US" 34.64916145 -92.67583224 11790 166
"Arkansas" "US" 34.85588887 -94.0632176 928 14
"Arkansas" "US" 35.9109364 -92.69936482 677 17
"Arkansas" "US" 35.19605503 -94.27162713 15135 274
"Arkansas" "US" 33.99780401 -94.2424869 2784 24
"Arkansas" "US" 36.16258158 -91.47819342 1572 45
"Arkansas" "US" 35.02201976 -90.74828138 3558 41
"Arkansas" "US" 35.86251946 -92.15684085 984 30
"Arkansas" "US" 33.16887091 -92.59746952 3984 112
"Arkansas" "US" 35.58095779 -92.51295036 1286 22
"Arkansas" "US" 35.976844 -94.21800746 30555 345
"Arkansas" "US" 35.25688493 -91.74908296 7899 118
"Arkansas" "US" 35.18902527 -91.2439489 644 13
"Arkansas" "US" 35.00292371 -93.41171338 3415 64
"California" "US" 37.64629437 -121.8929271 85481 1477
"California" "US" 38.59678594 -119.8223594 88 0
"California" "US" 38.44583082 -120.65696 3627 46
"California" "US" 39.66727762 -121.6005252 11591 196
"California" "US" 38.20537103 -120.552913 2060 51
"California" "US" 39.17881957 -122.2331726 2199 16
"California" "US" 37.91923498 -121.9289527 67101 782
"California" "US" 41.74228275 -123.8974063 1288 7
"California" "US" 38.77965956 -120.5233166 9777 109
"California" "US" 36.75733899 -119.6466953 100621 1646
"California" "US" 39.59875897 -122.3938452 2358 25
"California" "US" 40.69923009 -123.876044 3621 38
"California" "US" 33.0393082 -115.3669042 27991 719
"California" "US" 36.51112084 -117.4111978 1417 38
"California" "US" 35.34329425 -118.7277796 107879 1322
"California" "US" 36.07409056 -119.8159973 22777 245
"California" "US" 39.10124298 -122.7536244 3413 43
"California" "US" 40.67311306 -120.5935099 5673 24
"California" "US" 34.30828379 -118.2282411 1229328 23648
"California" "US" 37.21513971 -119.7665589 16277 239
"California" "US" 38.07122463 -122.7210631 13865 226
"California" "US" 37.57978556 -119.9073334 426 7
"California" "US" 39.4381191 -123.3911313 3987 47
"California" "US" 37.18922369 -120.7209035 31267 452
"California" "US" 41.58965602 -120.7244817 490 4
"California" "US" 37.93899289 -118.8872409 1274 4
"California" "US" 36.21862405 -121.2413397 43267 357
"California" "US" 38.50735751 -122.332839 9680 79
"California" "US" 39.30394768 -120.7627281 4477 75
"California" "US" 33.70147516 -117.7645998 269036 4896
"California" "US" 39.06167234 -120.7240569 21878 283
"California" "US" 40.00355989 -120.8395236 693 6
"California" "US" 33.74314981 -115.9933578 297319 4528
"California" "US" 38.45106826 -121.3425374 101511 1646
"California" "US" 36.60308176 -121.069975 5989 63
"California" "US" 34.84060306 -116.1774685 294883 4556
"California" "US" 33.03484597 -116.7365326 275112 3674
"California" "US" 37.75215114 -122.4385672 36073 525
"California" "US" 37.93433732 -121.2730061 71527 1334
"California" "US" 35.38822029 -120.4039028 20972 257
"California" "US" 37.4228808 -122.3275546 41201 560
"California" "US" 34.65329488 -120.0188492 33913 446
"California" "US" 37.23104908 -121.6970462 117186 2017
"California" "US" 37.05580291 -122.0066524 15615 204
"California" "US" 40.76391419 -122.0396884 11722 218
"California" "US" 39.57713498 -120.5200701 110 0
"California" "US" 41.59198861 -122.5407434 1959 21
"California" "US" 38.26827353 -121.9357113 32027 239
"California" "US" 38.52746429 -122.8862506 29715 311
"California" "US" 37.55862499 -120.9970722 60513 1030
"California" "US" 39.03417539 -121.6945899 9292 109
"California" "US" 40.12570935 -122.2370171 5430 56
"California" "US" 40.6491767 -123.114713 398 5
"California" "US" 36.22026558 -118.8020203 49414 831
"California" "US" 38.02644018 -119.9525093 4081 64
"California" "US" 34.44465746 -119.0910613 80309 1000
"California" "US" 38.68278902 -121.9018288 13562 200
"California" "US" 39.26255932 -121.3535644 6110 44
"Colorado" "US" 39.87432092 -104.3362578 54131 654
"Colorado" "US" 37.57250606 -105.7885451 1411 30
"Colorado" "US" 39.64977461 -104.3353617 55192 702
"Colorado" "US" 37.19474156 -107.0476867 846 1
"Colorado" "US" 37.31940883 -102.5603223 278 4
"Colorado" "US" 37.95474293 -103.0720195 1487 21
"Colorado" "US" 40.09313619 -105.3546767 22041 227
"Colorado" "US" 39.95998787 -105.0566324 4469 75
"Colorado" "US" 38.74745778 -106.1926573 1559 24
"Colorado" "US" 38.82777431 -102.6032558 127 6
"Colorado" "US" 39.68864463 -105.6463118 430 3
"Colorado" "US" 37.201606 -106.1917488 479 10
"Colorado" "US" 37.27732493 -105.4276548 205 2
"Colorado" "US" 38.32608609 -103.7844965 2156 15
"Colorado" "US" 38.10883162 -105.3683478 177 1
"Colorado" "US" 38.86246243 -107.8631342 2642 61
"Colorado" "US" 39.76018276 -104.8725695 68255 793
"Colorado" "US" 37.75208676 -108.5211585 75 0
"Colorado" "US" 39.33133796 -104.930001 26271 232
"Colorado" "US" 39.62754308 -106.6933637 6064 22
"Colorado" "US" 38.83240149 -104.5251411 60762 777
"Colorado" "US" 39.28656773 -104.1358721 1555 12
"Colorado" "US" 38.47362326 -105.4399667 5813 54
"Colorado" "US" 39.59921777 -107.902708 5660 38
"Colorado" "US" 39.85646523 -105.5252597 212 3
"Colorado" "US" 40.10603347 -106.1178042 1409 6
"Colorado" "US" 38.66611652 -107.0320729 1299 6
"Colorado" "US" 37.82247444 -107.3004345 17 0
"Colorado" "US" 37.68473101 -104.9612585 355 16
"Colorado" "US" 40.6659387 -106.3408905 56 0
"Colorado" "US" 39.58635604 -105.2517692 43107 740
