"Province_State" "Country_Region" "Confirmed" "Deaths"
"Alaska" "US" 11005 40
"Alaska" "US" 348 0
"Alaska" "US" 1058 4
"Alaska" "US" 604 2
"Alaska" "US" 167 1
"Alaska" "US" 86 1
"Alaska" "US" 347 1
"Alaska" "US" 20 0
"Alaska" "US" 646 4
"Alaska" "US" 308 0
"Alaska" "US" 0 0
"Alaska" "US" 53 0
"Alaska" "US" 74 2
"Alaska" "US" 359 4
"Arizona" "US" 11270 422
"Arizona" "US" 11829 282
"Arizona" "US" 17500 328
"Arizona" "US" 6861 227
"Arizona" "US" 5531 77
"Arizona" "US" 568 10
"Arizona" "US" 2452 79
"Arizona" "US" 531673 9767
"Arizona" "US" 22426 698
"Arizona" "US" 16058 523
"Arizona" "US" 0 0
"Arizona" "US" 114294 2381
"Arizona" "US" 50584 862
"Arizona" "US" 7898 174
"Arizona" "US" 0 0
"Arizona" "US" 18522 496
"Arizona" "US" 36987 827
"Arkansas" "US" 2087 36
"Arkansas" "US" 1929 34
"Arkansas" "US" 3115 103
"Arkansas" "US" 28494 412
"Arkansas" "US" 3771 79
"Arkansas" "US" 1359 32
"Arkansas" "US" 409 3
"Arkansas" "US" 2772 45
"Arkansas" "US" 1610 40
"Arkansas" "US" 2095 40
"Arkansas" "US" 1739 50
"Arkansas" "US" 1961 73
"Arkansas" "US" 947 25
"Arkansas" "US" 2338 55
"Arkansas" "US" 2204 32
"Arkansas" "US" 13226 178
"Arkansas" "US" 7024 117
"Arkansas" "US" 5951 96
"Arkansas" "US" 1935 49
"Arkansas" "US" 757 15
"Arkansas" "US" 1362 24
"Arkansas" "US" 1991 42
"Arkansas" "US" 12355 159
"Arkansas" "US" 1684 39
"Arkansas" "US" 1115 47
"Arkansas" "US" 10082 256
"Arkansas" "US" 1639 32
"Arkansas" "US" 6062 75
"Arkansas" "US" 1987 20
"Arkansas" "US" 5045 71
"Arkansas" "US" 1646 24
"Arkansas" "US" 3737 122
"Arkansas" "US" 1673 41
"Arkansas" "US" 3210 38
"Arkansas" "US" 8818 166
"Arkansas" "US" 2897 37
"Arkansas" "US" 546 9
"Arkansas" "US" 2084 43
"Arkansas" "US" 1663 34
"Arkansas" "US" 3195 48
"Arkansas" "US" 1232 41
"Arkansas" "US" 2209 22
"Arkansas" "US" 7186 118
"Arkansas" "US" 1446 22
"Arkansas" "US" 1045 30
"Arkansas" "US" 4246 36
"Arkansas" "US" 5790 107
"Arkansas" "US" 865 17
"Arkansas" "US" 753 33
"Arkansas" "US" 820 24
"Arkansas" "US" 711 26
"Arkansas" "US" 2300 61
"Arkansas" "US" 835 10
"Arkansas" "US" 1780 38
"Arkansas" "US" 1005 22
"Arkansas" "US" 3145 77
"Arkansas" "US" 1968 71
"Arkansas" "US" 7930 106
"Arkansas" "US" 889 21
"Arkansas" "US" 38739 644
"Arkansas" "US" 2082 47
"Arkansas" "US" 11790 166
"Arkansas" "US" 928 14
"Arkansas" "US" 677 17
"Arkansas" "US" 15135 274
"Arkansas" "US" 2784 24
"Arkansas" "US" 1572 45
"Arkansas" "US" 3558 41
"Arkansas" "US" 984 30
"Arkansas" "US" 2810 0
"Arkansas" "US" 3984 112
"Arkansas" "US" 1286 22
"Arkansas" "US" 30555 345
"Arkansas" "US" 7899 118
"Arkansas" "US" 644 13
"Arkansas" "US" 3415 64
"California" "US" 85481 1477
"California" "US" 88 0
"California" "US" 3627 46
"California" "US" 11591 196
"California" "US" 2060 51
"California" "US" 2199 16
"California" "US" 67101 782
"California" "US" 1288 7
"California" "US" 9777 109
"California" "US" 100621 1646
"California" "US" 2358 25
"California" "US" 3621 38
"California" "US" 27991 719
"California" "US" 1417 38
"California" "US" 107879 1322
"California" "US" 22777 245
"California" "US" 3413 43
"California" "US" 5673 24
"California" "US" 1229328 23648
"California" "US" 16277 239
"California" "US" 13865 226
"California" "US" 426 7
"California" "US" 3987 47
"California" "US" 31267 452
"California" "US" 490 4
"California" "US" 1274 4
"California" "US" 43267 357
"California" "US" 9680 79
"California" "US" 4477 75
"California" "US" 269036 4896
"California" "US" 21878 283
"California" "US" 693 6
"California" "US" 297319 4528
"California" "US" 101511 1646
"California" "US" 5989 63
"California" "US" 294883 4556
"California" "US" 275112 3674
"California" "US" 36073 525
"California" "US" 71527 1334
"California" "US" 20972 257
"California" "US" 41201 560
"California" "US" 33913 446
"California" "US" 117186 2017
"California" "US" 15615 204
"California" "US" 11722 218
"California" "US" 110 0
"California" "US" 1959 21
"California" "US" 32027 239
"California" "US" 29715 311
"California" "US" 60513 1030
"California" "US" 9292 109
"California" "US" 5430 56
"California" "US" 398 5
"California" "US" 49414 831
"California" "US" 4081 64
"California" "US" 51 0
"California" "US" 80309 1000
"California" "US" 13562 200
"California" "US" 6110 44
"Colorado" "US" 54131 654
"Colorado" "US" 1411 30
"Colorado" "US" 55192 702
"Colorado" "US" 846 1
"Colorado" "US" 278 4
"Colorado" "US" 1487 21
"Colorado" "US" 22041 227
"Colorado" "US" 4469 75
"Colorado" "US" 1559 24
"Colorado" "US" 127 6
"Colorado" "US" 430 3
"Colorado" "US" 479 10
"Colorado" "US" 205 2
"Colorado" "US" 2156 15
"Colorado" "US" 177 1
"Colorado" "US" 2642 61
"Colorado" "US" 68255 793
"Colorado" "US" 75 0
"Colorado" "US" 26271 232
"Colorado" "US" 6064 22
"Colorado" "US" 60762 777
"Colorado" "US" 1555 12
"Colorado" "US" 5813 54
"Colorado" "US" 5660 38
"Colorado" "US" 212 3
"Colorado" "US" 1409 6
"Colorado" "US" 1299 6
"Colorado" "US" 17 0
"Colorado" "US" 355 16
"Colorado" "US" 56 0
"Colorado" "US" 43107 740
"Colorado" "US" 93 3
"Colorado" "US" 600 11
"Colorado" "US" 3657 38
"Colorado" "US" 734 0
"Colorado" "US" 24304 231
"Colorado" "US" 1088 11
"Colorado" "US" 1014 4
"Colorado" "US" 3884 65
"Colorado" "US" 13986 209
"Colorado" "US" 86 1
"Colorado" "US" 727 22
"Colorado" "US" 1851 23
"Colorado" "US" 3371 57
"Colorado" "US" 2576 93
"Colorado" "US" 1921 63
"Colorado" "US" 277 3
"Colorado" "US" 0 0
"Colorado" "US" 669 5
"Colorado" "US" 358 13
"Colorado" "US" 2558 4
"Colorado" "US" 1186 21
"Colorado" "US" 16867 365
"Colorado" "US" 542 4
"Colorado" "US" 774 14
"Colorado" "US" 2156 20
"Colorado" "US" 349 4
"Colorado" "US" 47 0
"Colorado" "US" 866 0
"Colorado" "US" 207 2
"Colorado" "US" 3627 7
"Colorado" "US" 1561 14
"Colorado" "US" 64 0
"Colorado" "US" 440 12
"Colorado" "US" 29233 330
"Colorado" "US" 853 17
"Connecticut" "US" 96083 2147
"Connecticut" "US" 79901 2373
"Connecticut" "US" 14000 290
"Connecticut" "US" 12289 357
"Connecticut" "US" 86954 2039
"Connecticut" "US" 21516 428
"Connecticut" "US" 9135 179
"Connecticut" "US" 1128 12
"Connecticut" "US" 10395 189
"Delaware" "US" 16775 328
"Delaware" "US" 59884 799
"Delaware" "US" 24678 475
"Delaware" "US" 210 0
"Diamond Princess" "US" 49 0
"District of Columbia" "US" 46740 1096
"Florida" "US" 24184 267
"Florida" "US" 3435 60
"Florida" "US" 19772 379
"Florida" "US" 2954 56
"Florida" "US" 39464 843
"Florida" "US" 229073 2784
"Florida" "US" 1673 43
"Florida" "US" 12358 404
"Florida" "US" 10718 434
"Florida" "US" 18009 331
"Florida" "US" 34370 514
"Florida" "US" 8008 165
"Florida" "US" 4228 91
"Florida" "US" 1578 23
"Florida" "US" 95425 1355
"Florida" "US" 35472 675
"Florida" "US" 7046 106
"Florida" "US" 1308 17
"Florida" "US" 5596 94
"Florida" "US" 1568 43
"Florida" "US" 940 19
"Florida" "US" 1930 42
"Florida" "US" 1611 25
"Florida" "US" 3020 42
"Florida" "US" 4592 79
"Florida" "US" 13241 448
"Florida" "US" 8136 338
"Florida" "US" 130329 1660
"Florida" "US" 2225 48
"Florida" "US" 12195 290
"Florida" "US" 6119 157
"Florida" "US" 1455 27
"Florida" "US" 1612 26
"Florida" "US" 28379 620
"Florida" "US" 66760 944
"Florida" "US" 30974 309
"Florida" "US" 3292 49
"Florida" "US" 1062 16
"Florida" "US" 2042 44
"Florida" "US" 36938 652
"Florida" "US" 30060 945
"Florida" "US" 11939 314
"Florida" "US" 471595 6049
"Florida" "US" 6752 50
"Florida" "US" 8148 124
"Florida" "US" 20168 359
"Florida" "US" 3906 87
"Florida" "US" 132053 1228
"Florida" "US" 42430 492
"Florida" "US" 139199 2723
"Florida" "US" 39145 719
"Florida" "US" 76792 1579
"Florida" "US" 65084 1283
"Florida" "US" 6283 138
"Florida" "US" 17996 282
"Florida" "US" 31472 806
"Florida" "US" 32403 480
"Florida" "US" 21976 206
"Florida" "US" 25241 611
"Florida" "US" 9101 270
"Florida" "US" 5289 137
"Florida" "US" 2706 45
"Florida" "US" 3500 0
"Florida" "US" 1796 71
"Florida" "US" 41346 762
"Florida" "US" 3348 54
"Florida" "US" 7618 87
"Florida" "US" 2701 51
"Georgia" "US" 2279 70
"Georgia" "US" 1016 19
"Georgia" "US" 1625 36
"Georgia" "US" 227 9
"Georgia" "US" 4442 126
"Georgia" "US" 1786 35
"Georgia" "US" 9695 131
"Georgia" "US" 14332 223
"Georgia" "US" 2065 78
"Georgia" "US" 1816 43
"Georgia" "US" 15558 437
"Georgia" "US" 1434 51
"Georgia" "US" 1597 37
"Georgia" "US" 1377 47
"Georgia" "US" 3555 37
"Georgia" "US" 6709 111
"Georgia" "US" 2530 60
"Georgia" "US" 3015 79
"Georgia" "US" 576 15
"Georgia" "US" 3896 33
"Georgia" "US" 927 65
"Georgia" "US" 11184 235
"Georgia" "US" 6124 68
"Georgia" "US" 1345 32
"Georgia" "US" 22727 432
"Georgia" "US" 3809 15
"Georgia" "US" 2758 68
"Georgia" "US" 30324 312
"Georgia" "US" 14842 140
"Georgia" "US" 237 3
"Georgia" "US" 25692 453
"Georgia" "US" 955 26
"Georgia" "US" 76387 1020
"Georgia" "US" 5276 169
"Georgia" "US" 4621 114
"Georgia" "US" 16557 197
"Georgia" "US" 1807 41
"Georgia" "US" 13814 214
"Georgia" "US" 655 19
"Georgia" "US" 2044 77
"Georgia" "US" 1386 12
"Georgia" "US" 2977 42
"Georgia" "US" 63830 970
"Georgia" "US" 2890 67
"Georgia" "US" 2087 101
"Georgia" "US" 1059 44
"Georgia" "US" 7361 296
"Georgia" "US" 14779 209
"Georgia" "US" 1163 48
"Georgia" "US" 465 9
"Georgia" "US" 4497 67
"Georgia" "US" 2271 71
"Georgia" "US" 2528 81
"Georgia" "US" 950 29
"Georgia" "US" 2346 68
"Georgia" "US" 8727 166
"Georgia" "US" 11819 217
"Georgia" "US" 21873 180
"Georgia" "US" 2614 49
"Georgia" "US" 94575 1339
"Georgia" "US" 2900 82
"Georgia" "US" 263 19
"Georgia" "US" 7983 171
"Georgia" "US" 8033 111
"Georgia" "US" 2091 59
"Georgia" "US" 1799 63
"Georgia" "US" 99283 1117
"Georgia" "US" 5016 157
"Georgia" "US" 26758 454
"Georgia" "US" 905 64
"Georgia" "US" 2593 81
"Georgia" "US" 2502 57
"Georgia" "US" 2341 52
"Georgia" "US" 851 19
"Georgia" "US" 24494 316
"Georgia" "US" 14265 248
"Georgia" "US" 901 28
"Georgia" "US" 9680 148
"Georgia" "US" 1377 38
"Georgia" "US" 1866 45
"Georgia" "US" 1926 64
"Georgia" "US" 845 43
"Georgia" "US" 1105 49
"Georgia" "US" 1975 57
"Georgia" "US" 1997 55
"Georgia" "US" 766 13
"Georgia" "US" 5501 165
"Georgia" "US" 2693 57
"Georgia" "US" 3864 62
"Georgia" "US" 792 26
"Georgia" "US" 829 11
"Georgia" "US" 12432 203
"Georgia" "US" 2897 68
"Georgia" "US" 843 29
"Georgia" "US" 3186 56
"Georgia" "US" 555 19
"Georgia" "US" 2411 47
"Georgia" "US" 846 16
"Georgia" "US" 1959 83
"Georgia" "US" 844 13
"Georgia" "US" 2044 81
"Georgia" "US" 2592 99
"Georgia" "US" 873 23
"Georgia" "US" 2084 28
"Georgia" "US" 4851 82
"Georgia" "US" 15860 437
"Georgia" "US" 10743 233
"Georgia" "US" 3950 70
"Georgia" "US" 1462 29
"Georgia" "US" 28829 612
"Georgia" "US" 16325 209
"Georgia" "US" 2566 59
"Georgia" "US" 3339 74
"Georgia" "US" 2416 56
"Georgia" "US" 2228 40
"Georgia" "US" 5550 90
"Georgia" "US" 916 44
"Georgia" "US" 2144 57
"Georgia" "US" 166 2
"Georgia" "US" 1679 49
"Georgia" "US" 621 33
"Georgia" "US" 24041 491
"Georgia" "US" 7406 168
"Georgia" "US" 347 5
"Georgia" "US" 973 31
"Georgia" "US" 941 18
"Georgia" "US" 6111 186
"Georgia" "US" 3064 81
"Georgia" "US" 882 23
"Georgia" "US" 2525 99
"Georgia" "US" 469 18
"Georgia" "US" 122 3
"Georgia" "US" 2286 65
"Georgia" "US" 792 25
"Georgia" "US" 1275 57
"Georgia" "US" 789 47
"Georgia" "US" 4349 123
"Georgia" "US" 4826 125
"Georgia" "US" 3339 110
"Georgia" "US" 1183 54
"Georgia" "US" 839 27
"Georgia" "US" 7362 220
"Georgia" "US" 989 37
"Georgia" "US" 708 42
"Georgia" "US" 3194 13
"Georgia" "US" 2162 70
"Georgia" "US" 3402 125
"Georgia" "US" 7220 86
"Georgia" "US" 10374 253
"Georgia" "US" 4798 171
"Georgia" "US" 516 16
"Georgia" "US" 2009 85
"Georgia" "US" 3521 83
"Georgia" "US" 144 4
"Georgia" "US" 621 24
"Georgia" "US" 3134 78
"Georgia" "US" 16682 240
"Georgia" "US" 818 47
"Georgia" "US" 1066 26
"Georgia" "US" 914 28
"Georgia" "US" 1751 66
"Grand Princess" "US" 103 3
"Guam" "US" 7879 136
"Hawaii" "US" 2694 53
"Hawaii" "US" 24730 370
"Hawaii" "US" 203 1
"Hawaii" "US" 4152 47
"Hawaii" "US" 1042 3
"Hawaii" "US" 2 0
"Idaho" "US" 50756 456
"Idaho" "US" 333 4
"Idaho" "US" 8597 105
"Idaho" "US" 376 2
"Idaho" "US" 661 9
"Idaho" "US" 4771 73
"Idaho" "US" 2333 18
"Idaho" "US" 341 2
"Idaho" "US" 3190 39
"Idaho" "US" 14650 168
"Idaho" "US" 856 10
"Idaho" "US" 206 1
"Idaho" "US" 71 0
"Idaho" "US" 26113 291
"Idaho" "US" 682 12
"Idaho" "US" 2925 26
"Idaho" "US" 59 0
"Idaho" "US" 1037 13
"Idaho" "US" 243 3
"Idaho" "US" 1904 14
"Idaho" "US" 1167 16
"Idaho" "US" 1119 14
"Idaho" "US" 1742 37
"Idaho" "US" 1297 24
"Idaho" "US" 1184 18
"Idaho" "US" 2950 24
"Idaho" "US" 2564 23
"Idaho" "US" 17502 204
"Idaho" "US" 3037 10
"Idaho" "US" 523 9
"Idaho" "US" 388 9
"Idaho" "US" 498 11
"Idaho" "US" 7101 24
"Idaho" "US" 2322 32
"Idaho" "US" 3537 54
"Idaho" "US" 353 4
"Idaho" "US" 1052 27
"Idaho" "US" 2498 36
"Idaho" "US" 651 9
"Idaho" "US" 1073 34
"Idaho" "US" 1195 4
"Idaho" "US" 9327 126
"Idaho" "US" 0 0
"Idaho" "US" 831 6
"Idaho" "US" 1212 21
"Illinois" "US" 8195 117
"Illinois" "US" 462 11
"Illinois" "US" 1975 24
"Illinois" "US" 6395 71
"Illinois" "US" 688 6
"Illinois" "US" 3538 81
"Illinois" "US" 509 2
"Illinois" "US" 1713 36
"Illinois" "US" 1948 24
"Illinois" "US" 19785 137
"Illinois" "US" 3514 72
"Illinois" "US" 1761 32
"Illinois" "US" 1473 43
"Illinois" "US" 5703 90
"Illinois" "US" 5530 94
"Illinois" "US" 522552 9835
"Illinois" "US" 2089 25
"Illinois" "US" 1281 19
"Illinois" "US" 1390 23
"Illinois" "US" 9314 118
"Illinois" "US" 2546 35
"Illinois" "US" 86547 1253
"Illinois" "US" 1666 39
"Illinois" "US" 554 12
"Illinois" "US" 4680 71
"Illinois" "US" 3136 54
"Illinois" "US" 1701 46
"Illinois" "US" 4333 70
"Illinois" "US" 3632 50
"Illinois" "US" 453 4
"Illinois" "US" 1424 32
"Illinois" "US" 5612 71
"Illinois" "US" 822 15
"Illinois" "US" 1727 30
"Illinois" "US" 366 12
"Illinois" "US" 521 14
"Illinois" "US" 4716 63
"Illinois" "US" 2907 64
"Illinois" "US" 4856 63
"Illinois" "US" 1143 17
"Illinois" "US" 4158 119
"Illinois" "US" 2627 49
"Illinois" "US" 1765 24
"Illinois" "US" 1392 14
"Illinois" "US" 55689 753
"Illinois" "US" 13523 196
"Illinois" "US" 12348 90
"Illinois" "US" 5320 137
"Illinois" "US" 11786 232
"Illinois" "US" 64628 965
"Illinois" "US" 2391 25
"Illinois" "US" 3970 51
"Illinois" "US" 4596 83
"Illinois" "US" 3642 56
"Illinois" "US" 10243 190
"Illinois" "US" 4596 81
"Illinois" "US" 29860 514
"Illinois" "US" 4409 115
"Illinois" "US" 991 17
"Illinois" "US" 1419 42
"Illinois" "US" 1311 39
"Illinois" "US" 2598 43
"Illinois" "US" 27059 278
"Illinois" "US" 16948 169
"Illinois" "US" 1187 12
"Illinois" "US" 1354 33
"Illinois" "US" 4312 90
"Illinois" "US" 3642 73
"Illinois" "US" 3764 79
"Illinois" "US" 1571 26
"Illinois" "US" 5763 78
"Illinois" "US" 2 0
"Illinois" "US" 21319 283
"Illinois" "US" 3129 59
"Illinois" "US" 1417 14
"Illinois" "US" 1768 51
"Illinois" "US" 306 3
"Illinois" "US" 680 7
"Illinois" "US" 447 3
"Illinois" "US" 4092 84
"Illinois" "US" 1713 40
"Illinois" "US" 14277 303
"Illinois" "US" 2505 53
"Illinois" "US" 17788 230
"Illinois" "US" 700 5
"Illinois" "US" 467 1
"Illinois" "US" 2247 37
"Illinois" "US" 27165 503
"Illinois" "US" 610 23
"Illinois" "US" 4528 80
"Illinois" "US" 15966 256
"Illinois" "US" 0 2291
"Illinois" "US" 2229 40
"Illinois" "US" 9071 127
"Illinois" "US" 1341 12
"Illinois" "US" 1738 46
"Illinois" "US" 1627 25
"Illinois" "US" 1731 51
"Illinois" "US" 1664 26
"Illinois" "US" 6866 163
"Illinois" "US" 71908 965
"Illinois" "US" 7212 126
"Illinois" "US" 31173 459
"Illinois" "US" 4406 62
"Indiana" "US" 3380 52
"Indiana" "US" 39224 672
"Indiana" "US" 7893 155
"Indiana" "US" 971 13
"Indiana" "US" 1338 31
"Indiana" "US" 6556 100
"Indiana" "US" 1001 40
"Indiana" "US" 1859 20
"Indiana" "US" 5685 102
"Indiana" "US" 12697 190
"Indiana" "US" 2535 44
"Indiana" "US" 4197 53
"Indiana" "US" 976 14
"Indiana" "US" 2894 99
"Indiana" "US" 4111 84
"Indiana" "US" 5703 76
"Indiana" "US" 2790 92
"Indiana" "US" 10366 184
"Indiana" "US" 6085 117
"Indiana" "US" 27356 432
"Indiana" "US" 2772 62
"Indiana" "US" 7563 176
"Indiana" "US" 2088 45
"Indiana" "US" 1656 35
"Indiana" "US" 1920 39
"Indiana" "US" 4290 89
"Indiana" "US" 6844 171
"Indiana" "US" 2707 85
"Indiana" "US" 34549 405
"Indiana" "US" 7990 139
"Indiana" "US" 4285 70
"Indiana" "US" 16822 310
"Indiana" "US" 5579 101
"Indiana" "US" 9664 211
"Indiana" "US" 3798 80
"Indiana" "US" 4935 69
"Indiana" "US" 3509 46
"Indiana" "US" 1864 29
"Indiana" "US" 3131 80
"Indiana" "US" 2250 47
"Indiana" "US" 17544 374
"Indiana" "US" 3666 89
"Indiana" "US" 9134 114
"Indiana" "US" 2536 70
"Indiana" "US" 11162 204
"Indiana" "US" 51761 946
"Indiana" "US" 4342 118
"Indiana" "US" 12353 337
"Indiana" "US" 96619 1721
"Indiana" "US" 5786 108
"Indiana" "US" 829 15
"Indiana" "US" 3728 65
"Indiana" "US" 11469 166
"Indiana" "US" 4180 86
"Indiana" "US" 6405 138
"Indiana" "US" 1042 34
"Indiana" "US" 5426 83
"Indiana" "US" 558 11
"Indiana" "US" 1778 53
"Indiana" "US" 1923 56
"Indiana" "US" 1446 16
"Indiana" "US" 1807 36
"Indiana" "US" 1303 34
"Indiana" "US" 17935 299
"Indiana" "US" 2688 33
"Indiana" "US" 1138 45
"Indiana" "US" 3531 60
"Indiana" "US" 2356 80
"Indiana" "US" 3346 68
"Indiana" "US" 1707 24
"Indiana" "US" 2611 53
"Indiana" "US" 4794 95
"Indiana" "US" 2280 31
"Indiana" "US" 34157 541
"Indiana" "US" 2047 52
"Indiana" "US" 3657 57
"Indiana" "US" 2079 42
"Indiana" "US" 769 8
"Indiana" "US" 21853 212
"Indiana" "US" 1610 43
"Indiana" "US" 0 408
"Indiana" "US" 699 10
"Indiana" "US" 22081 394
"Indiana" "US" 1660 43
"Indiana" "US" 12219 244
"Indiana" "US" 3478 78
"Indiana" "US" 797 15
"Indiana" "US" 7691 155
"Indiana" "US" 2310 31
"Indiana" "US" 6906 198
"Indiana" "US" 2864 81
"Indiana" "US" 3084 54
"Indiana" "US" 3802 39
"Iowa" "US" 845 32
"Iowa" "US" 331 4
"Iowa" "US" 1491 51
"Iowa" "US" 1266 47
"Iowa" "US" 493 9
"Iowa" "US" 2503 55
"Iowa" "US" 15566 306
"Iowa" "US" 2589 33
"Iowa" "US" 2794 60
"Iowa" "US" 1889 31
"Iowa" "US" 4219 40
"Iowa" "US" 1625 34
"Iowa" "US" 1332 11
"Iowa" "US" 2793 52
"Iowa" "US" 1348 54
"Iowa" "US" 1846 23
"Iowa" "US" 5234 86
"Iowa" "US" 1571 38
"Iowa" "US" 1226 15
"Iowa" "US" 983 24
"Iowa" "US" 2113 25
"Iowa" "US" 1671 55
"Iowa" "US" 5383 90
"Iowa" "US" 2624 40
"Iowa" "US" 10909 96
"Iowa" "US" 799 24
"Iowa" "US" 590 9
"Iowa" "US" 2033 39
"Iowa" "US" 4419 65
"Iowa" "US" 2425 43
"Iowa" "US" 13169 203
"Iowa" "US" 1288 40
"Iowa" "US" 1830 41
"Iowa" "US" 1554 42
"Iowa" "US" 1129 21
"Iowa" "US" 614 9
"Iowa" "US" 767 10
"Iowa" "US" 1354 32
"Iowa" "US" 1180 29
"Iowa" "US" 1782 49
"Iowa" "US" 1437 34
"Iowa" "US" 1801 42
"Iowa" "US" 1766 73
"Iowa" "US" 2864 37
"Iowa" "US" 1028 22
"Iowa" "US" 1183 26
"Iowa" "US" 896 33
"Iowa" "US" 1457 24
"Iowa" "US" 2182 42
"Iowa" "US" 4078 70
"Iowa" "US" 1309 35
"Iowa" "US" 14084 81
"Iowa" "US" 2933 55
"Iowa" "US" 948 30
"Iowa" "US" 2131 63
"Iowa" "US" 3685 55
"Iowa" "US" 20328 330
"Iowa" "US" 1272 49
"Iowa" "US" 749 23
"Iowa" "US" 1549 41
"Iowa" "US" 1543 19
"Iowa" "US" 2252 50
"Iowa" "US" 3548 75
"Iowa" "US" 4772 74
"Iowa" "US" 1588 20
"Iowa" "US" 1252 41
"Iowa" "US" 812 30
"Iowa" "US" 941 28
"Iowa" "US" 1006 37
"Iowa" "US" 4615 96
"Iowa" "US" 1970 60
"Iowa" "US" 757 16
"Iowa" "US" 1904 21
"Iowa" "US" 1110 22
"Iowa" "US" 3981 79
"Iowa" "US" 837 21
"Iowa" "US" 56091 605
"Iowa" "US" 10769 162
"Iowa" "US" 1528 33
"Iowa" "US" 536 23
"Iowa" "US" 1273 19
"Iowa" "US" 19153 235
"Iowa" "US" 1286 37
"Iowa" "US" 5069 73
"Iowa" "US" 10324 47
"Iowa" "US" 2067 71
"Iowa" "US" 654 12
"Iowa" "US" 1002 0
"Iowa" "US" 1232 32
"Iowa" "US" 555 18
"Iowa" "US" 4254 120
"Iowa" "US" 5569 86
"Iowa" "US" 2492 50
"Iowa" "US" 521 23
"Iowa" "US" 5083 91
"Iowa" "US" 1362 31
"Iowa" "US" 1947 33
"Iowa" "US" 14917 221
"Iowa" "US" 711 8
"Iowa" "US" 1805 35
"Kansas" "US" 1233 18
"Kansas" "US" 832 18
"Kansas" "US" 1587 14
"Kansas" "US" 371 6
"Kansas" "US" 2599 47
"Kansas" "US" 1388 26
"Kansas" "US" 1233 38
"Kansas" "US" 7456 85
"Kansas" "US" 251 3
"Kansas" "US" 266 6
"Kansas" "US" 2454 52
"Kansas" "US" 360 14
"Kansas" "US" 249 7
"Kansas" "US" 795 29
"Kansas" "US" 977 23
"Kansas" "US" 722 23
"Kansas" "US" 167 9
"Kansas" "US" 3916 107
"Kansas" "US" 4692 76
"Kansas" "US" 265 12
"Kansas" "US" 1728 44
"Kansas" "US" 965 23
"Kansas" "US" 9104 82
"Kansas" "US" 262 12
"Kansas" "US" 179 5
"Kansas" "US" 3728 73
"Kansas" "US" 1218 25
"Kansas" "US" 6032 71
"Kansas" "US" 5724 74
"Kansas" "US" 2526 42
"Kansas" "US" 3271 40
"Kansas" "US" 385 19
"Kansas" "US" 264 8
"Kansas" "US" 939 18
"Kansas" "US" 562 14
"Kansas" "US" 104 1
"Kansas" "US" 555 11
"Kansas" "US" 202 1
"Kansas" "US" 616 18
"Kansas" "US" 3579 75
"Kansas" "US" 418 9
"Kansas" "US" 211 8
"Kansas" "US" 1396 16
"Kansas" "US" 1697 34
"Kansas" "US" 210 5
"Kansas" "US" 57136 741
"Kansas" "US" 566 10
"Kansas" "US" 750 15
"Kansas" "US" 238 4
"Kansas" "US" 2725 10
"Kansas" "US" 126 7
"Kansas" "US" 7141 90
"Kansas" "US" 262 4
"Kansas" "US" 797 8
"Kansas" "US" 292 6
"Kansas" "US" 4236 84
"Kansas" "US" 1053 24
"Kansas" "US" 1080 23
"Kansas" "US" 3238 80
"Kansas" "US" 507 12
"Kansas" "US" 2718 41
"Kansas" "US" 561 18
"Kansas" "US" 3426 78
"Kansas" "US" 576 22
"Kansas" "US" 254 8
"Kansas" "US" 1505 56
"Kansas" "US" 1790 34
"Kansas" "US" 370 16
"Kansas" "US" 1205 26
"Kansas" "US" 1222 25
"Kansas" "US" 289 12
"Kansas" "US" 549 13
"Kansas" "US" 0 0
"Kansas" "US" 1149 13
"Kansas" "US" 713 24
"Kansas" "US" 1873 30
"Kansas" "US" 814 25
"Kansas" "US" 297 7
"Kansas" "US" 8426 135
"Kansas" "US" 660 13
"Kansas" "US" 1067 12
"Kansas" "US" 6370 36
"Kansas" "US" 654 11
"Kansas" "US" 430 14
"Kansas" "US" 856 28
"Kansas" "US" 6155 134
"Kansas" "US" 583 23
"Kansas" "US" 55533 736
"Kansas" "US" 3846 41
"Kansas" "US" 17243 355
"Kansas" "US" 432 13
"Kansas" "US" 621 12
"Kansas" "US" 269 3
"Kansas" "US" 338 9
"Kansas" "US" 184 6
"Kansas" "US" 558 10
"Kansas" "US" 2127 51
"Kansas" "US" 1092 20
"Kansas" "US" 406 8
"Kansas" "US" 0 0
"Kansas" "US" 674 13
"Kansas" "US" 176 4
"Kansas" "US" 532 14
"Kansas" "US" 216 6
"Kansas" "US" 998 16
"Kansas" "US" 216 5
"Kansas" "US" 20008 276
"Kentucky" "US" 1820 53
"Kentucky" "US" 2020 38
"Kentucky" "US" 1702 20
"Kentucky" "US" 387 8
"Kentucky" "US" 4354 90
"Kentucky" "US" 900 20
"Kentucky" "US" 3044 52
"Kentucky" "US" 13442 116
"Kentucky" "US" 1654 14
"Kentucky" "US" 4849 72
"Kentucky" "US" 3364 69
"Kentucky" "US" 607 7
"Kentucky" "US" 991 8
"Kentucky" "US" 1200 14
"Kentucky" "US" 6922 70
"Kentucky" "US" 1422 24
"Kentucky" "US" 1438 30
"Kentucky" "US" 3478 49
"Kentucky" "US" 8277 69
"Kentucky" "US" 464 8
